timestamp,elapsed_s,rss_mb,cpu_percent
1775255281.064,0.0,73.14,0.0
1775255282.065,1.0,73.14,0.0
1775255283.065,2.001,73.14,0.0
1775255284.065,3.001,73.14,2.0
1775255285.066,4.002,73.14,0.0
1775255286.066,5.002,73.14,0.0
1775255287.067,6.003,73.14,1.0
1775255288.067,7.003,73.14,0.0
1775255289.068,8.004,73.14,0.0
1775255290.079,9.015,73.14,2.0
1775255291.543,10.479,73.14,0.0
1775255292.544,11.48,73.14,2.0
1775255293.544,12.48,73.14,0.0
1775255294.544,13.48,73.14,0.0
1775255295.545,14.481,73.14,1.0
1775255296.546,15.481,73.14,0.0
1775255297.546,16.482,73.14,0.0
1775255298.546,17.482,73.14,2.0
1775255299.547,18.483,73.14,0.0
1775255300.547,19.483,73.14,0.0
1775255301.547,20.483,73.14,2.0
1775255302.548,21.484,73.14,0.0
1775255303.548,22.484,73.14,0.0
1775255304.549,23.485,73.14,2.0
1775255305.549,24.485,73.14,0.0
1775255306.55,25.486,73.14,0.0
1775255307.55,26.486,73.14,2.0
1775255308.55,27.486,73.14,0.0
1775255309.551,28.487,73.14,0.0
1775255310.551,29.487,73.14,1.0
1775255311.552,30.488,73.14,0.0
1775255312.552,31.488,73.14,0.0
1775255313.553,32.489,73.14,2.0
1775255314.553,33.489,73.14,0.0
1775255315.553,34.489,73.14,0.0
1775255316.554,35.49,73.14,3.0
1775255317.554,36.49,73.14,0.0
1775255318.555,37.491,73.14,0.0
1775255319.555,38.491,73.14,1.0
1775255320.556,39.491,73.14,0.0
1775255321.556,40.492,73.14,3.0
1775255322.556,41.492,73.14,0.0
1775255323.557,42.493,73.14,0.0
1775255324.567,43.503,73.14,2.0
1775255325.567,44.503,73.14,0.0
1775255326.572,45.508,73.14,0.0
1775255327.574,46.51,73.14,1.0
1775255328.575,47.51,73.14,0.0
1775255329.575,48.511,73.14,0.0
1775255330.576,49.512,73.14,2.0
1775255331.579,50.515,73.14,0.0
1775255332.579,51.515,73.14,0.0
1775255333.58,52.516,73.14,2.0
1775255334.58,53.516,73.14,0.0
1775255335.581,54.517,73.14,0.0
1775255336.582,55.518,73.14,2.0
1775255337.582,56.518,73.14,0.0
1775255338.583,57.519,73.14,0.0
1775255339.583,58.519,73.14,2.0
1775255340.583,59.519,73.14,0.0
1775255341.584,60.52,73.14,0.0
1775255342.585,61.521,73.14,1.0
1775255343.585,62.521,73.14,0.0
1775255344.587,63.523,73.14,0.0
