Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,20,0,14000,13197.4391723,2833.4748890000583,16571.606307000024,1186.55,0.3414487473447344,0.0,14000,15000,16000,16000,16000,17000,17000,17000,17000,17000,17000
,Aggregated,20,0,14000,13197.4391723,2833.4748890000583,16571.606307000024,1186.55,0.3414487473447344,0.0,14000,15000,16000,16000,16000,17000,17000,17000,17000,17000,17000
