timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775319579.4624918,True,2961.384,0.0,59.972,2901.397,0.002
1775319581.1596818,True,4618.029,0.001,50.802,4567.204,0.002
1775319581.1604497,True,4618.584,0.0,66.78,4551.788,0.001
1775319581.1612139,True,4618.948,0.0,82.171,4536.765,0.001
1775319581.1678183,True,4625.013,0.0,98.549,4526.451,0.002
1775319581.169746,True,4626.652,0.0,114.343,4512.297,0.001
1775319581.1702852,True,4627.222,0.0,145.337,4481.877,0.001
1775319581.1704798,True,4626.992,0.0,130.58,4496.402,0.001
1775319581.1713264,True,4627.427,0.0,161.883,4465.536,0.001
1775319581.1796963,True,4636.166,0.0,180.553,4455.598,0.002
1775319581.1802678,True,4636.851,0.0,211.348,4425.493,0.002
1775319581.1804652,True,4636.591,0.0,196.56,4440.02,0.002
1775319581.1867921,True,4642.941,0.0,229.17,4413.713,0.002
1775319581.1873877,True,4642.833,0.0,262.529,4380.288,0.001
1775319581.1875942,True,4643.456,0.0,245.28,4398.161,0.002
1775319581.1886141,True,4636.513,0.0,314.245,4322.252,0.001
1775319581.1888223,True,4643.165,0.0,302.148,4341.004,0.001
1775319581.1890235,True,4642.963,0.0,284.137,4358.81,0.001
1775319581.1905322,True,4637.772,0.0,366.051,4271.708,0.001
1775319581.190781,True,4637.122,0.0,350.207,4286.903,0.001
1775319581.1911352,True,4636.667,0.0,333.014,4303.64,0.001
1775319581.1926215,True,4639.658,0.0,437.736,4201.908,0.001
1775319581.1928277,True,4638.766,0.0,419.297,4219.458,0.001
1775319581.1930096,True,4638.462,0.0,401.042,4237.408,0.001
1775319581.1931834,True,4638.078,0.0,382.754,4255.312,0.001
1775319581.194823,True,4641.407,0.0,562.083,4079.315,0.001
1775319581.1950507,True,4641.195,0.0,547.014,4094.173,0.001
1775319581.1952457,True,4640.97,0.0,532.07,4108.892,0.001
1775319581.195434,True,4640.765,0.0,516.327,4124.429,0.001
1775319581.1956127,True,4640.592,0.0,499.131,4141.452,0.001
1775319581.1957889,True,4640.438,0.0,482.831,4157.597,0.001
1775319581.1959584,True,4640.197,0.0,467.843,4172.345,0.001
1775319581.1961772,True,4639.938,0.0,453.78,4186.148,0.001
1775319581.1994243,True,4643.658,0.0,797.134,3846.511,0.001
1775319581.1997273,True,4644.158,0.0,780.371,3863.775,0.001
1775319581.199965,True,4643.939,0.0,763.904,3880.023,0.001
1775319581.2004352,True,4643.743,0.0,745.2,3898.53,0.001
1775319581.2007456,True,4643.527,0.0,727.543,3915.975,0.001
