Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,201,0,2800,2861.5873858357795,2479.1169319996698,6202.326836000793,1596.358208955224,3.3444756493556405,0.0,2800,2800,2900,2900,3200,3400,4400,4400,6200,6200,6200
,Aggregated,201,0,2800,2861.5873858357795,2479.1169319996698,6202.326836000793,1596.358208955224,3.3444756493556405,0.0,2800,2800,2900,2900,3200,3400,4400,4400,6200,6200,6200
