Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,99,0,2700,2840.0292585152015,2365.282886999921,4931.570232999547,1598.6565656565656,1.684945830778947,0.0,2700,2800,2800,3000,3500,3700,4600,4900,4900,4900,4900
,Aggregated,99,0,2700,2840.0292585152015,2365.282886999921,4931.570232999547,1598.6565656565656,1.684945830778947,0.0,2700,2800,2800,3000,3500,3700,4600,4900,4900,4900,4900
