timestamp,elapsed_s,rss_mb,cpu_percent
1775309857.703,0.0,72.12,0.0
1775309858.703,1.0,72.12,0.0
1775309859.704,2.001,72.12,0.0
1775309860.704,3.001,72.12,4.0
1775309861.704,4.001,72.12,1.0
1775309862.705,5.002,72.12,1.0
1775309863.705,6.002,72.12,2.0
1775309864.705,7.002,72.12,0.0
1775309865.706,8.003,72.12,3.0
1775309867.232,9.528,72.12,0.0
1775309868.232,10.529,72.12,1.0
1775309869.233,11.529,72.12,4.0
1775309870.233,12.53,72.12,0.0
1775309871.233,13.53,72.12,0.0
1775309872.234,14.531,72.12,3.0
1775309873.234,15.531,72.12,1.0
1775309874.234,16.531,72.12,1.0
1775309875.235,17.532,72.12,1.0
1775309876.235,18.532,72.12,0.0
1775309877.236,19.533,72.12,2.0
1775309878.236,20.533,72.12,2.0
1775309879.236,21.533,72.12,0.0
1775309880.236,22.533,72.12,2.0
1775309881.237,23.534,72.12,1.0
1775309882.237,24.534,72.12,0.0
1775309883.238,25.535,72.12,2.0
1775309884.238,26.535,72.12,1.0
1775309885.238,27.535,72.12,1.0
1775309886.239,28.536,72.12,3.0
1775309887.239,29.536,72.12,0.0
1775309888.24,30.537,72.12,1.0
1775309889.24,31.537,72.12,2.0
1775309890.24,32.537,72.12,0.0
1775309891.241,33.537,72.12,3.0
1775309892.241,34.538,72.12,1.0
1775309893.241,35.538,72.12,1.0
1775309894.242,36.539,72.12,2.0
1775309895.242,37.539,72.12,0.0
1775309896.242,38.539,72.12,1.0
1775309897.243,39.54,72.12,3.0
1775309898.243,40.54,72.12,0.0
1775309899.244,41.541,72.12,2.0
1775309900.244,42.541,72.12,2.0
1775309901.245,43.542,72.12,0.0
1775309902.245,44.542,72.12,1.0
1775309903.246,45.543,72.12,2.0
1775309904.246,46.543,72.12,0.0
1775309905.247,47.544,72.12,2.0
1775309906.247,48.544,72.12,2.0
1775309907.247,49.544,72.12,1.0
1775309908.251,50.548,72.12,2.0
1775309909.251,51.548,72.12,1.0
1775309910.251,52.548,72.12,1.0
1775309911.252,53.549,72.12,2.0
1775309912.254,54.551,72.12,0.0
1775309913.255,55.552,72.12,2.0
1775309914.255,56.552,72.12,1.0
1775309915.813,58.11,72.12,1.0
1775309916.816,59.113,72.12,2.0
1775309917.818,60.115,72.12,3.0
1775309918.821,61.118,72.12,0.0
1775309919.821,62.118,72.12,1.0
1775309920.822,63.119,72.12,3.0
1775309921.822,64.119,72.12,0.0
