Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,1300,0,4400,4361.009055771572,3274.5786659997975,4788.413636000769,1045.5269230769231,22.02898232201499,0.0,4400,4400,4400,4500,4500,4700,4700,4800,4800,4800,4800
,Aggregated,1300,0,4400,4361.009055771572,3274.5786659997975,4788.413636000769,1045.5269230769231,22.02898232201499,0.0,4400,4400,4400,4500,4500,4700,4700,4800,4800,4800,4800
