timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775318126.8068078,True,3346.928,0.0,50.4,3296.509,0.002
1775318126.8125286,True,3353.963,0.001,64.451,3289.495,0.002
1775318126.8133292,True,3354.27,0.0,111.415,3242.846,0.001
1775318126.8134992,True,3354.545,0.0,96.452,3258.083,0.001
1775318126.8136523,True,3354.333,0.0,80.614,3273.707,0.001
1775318126.8145986,True,3328.983,0.0,101.634,3227.334,0.001
1775318126.8147616,True,3325.658,0.0,358.712,2966.935,0.001
1775318126.8149486,True,3325.46,0.0,339.996,2985.452,0.001
1775318126.8151004,True,3325.072,0.0,323.305,3001.755,0.001
1775318126.8164039,True,3329.968,0.0,132.896,3197.064,0.001
1775318126.8165798,True,3329.79,0.0,117.774,3212.007,0.001
1775318126.8167715,True,3326.566,0.0,412.7,2913.855,0.001
1775318126.8169396,True,3326.398,0.0,396.162,2930.224,0.001
1775318126.8170915,True,3326.223,0.0,377.6,2948.61,0.001
1775318126.8186495,True,3330.774,0.0,222.609,3108.154,0.001
1775318126.818821,True,3330.502,0.0,207.112,3123.382,0.001
1775318126.8189714,True,3330.306,0.0,191.291,3139.005,0.001
1775318126.8191352,True,3330.151,0.0,175.681,3154.458,0.001
1775318126.8192806,True,3331.19,0.0,162.479,3168.703,0.001
1775318126.8194275,True,3330.708,0.0,148.28,3182.42,0.001
1775318126.821405,True,3331.968,0.0,305.918,3026.039,0.001
1775318126.8216214,True,3331.775,0.0,288.641,3043.122,0.001
1775318126.8218045,True,3331.548,0.0,271.533,3060.004,0.001
1775318126.8219604,True,3331.252,0.0,254.035,3077.207,0.001
1775318126.8221052,True,3331.039,0.0,237.155,3093.875,0.001
1775318130.1458626,True,3324.72,0.0,50.485,3274.216,0.002
1775318130.1482866,True,3326.429,0.0,64.14,3262.275,0.002
1775318130.1503417,True,3328.676,0.0,79.774,3248.89,0.001
1775318130.1507792,True,3328.946,0.0,95.182,3233.752,0.001
1775318130.1513147,True,3329.324,0.0,126.85,3202.465,0.001
1775318130.151477,True,3329.112,0.0,111.944,3217.158,0.001
1775318130.1522377,True,3330.026,0.0,187.252,3142.764,0.0
1775318130.1524096,True,3329.868,0.0,171.18,3158.677,0.001
1775318130.1525753,True,3329.694,0.0,155.954,3173.73,0.001
1775318130.152724,True,3329.505,0.0,140.984,3188.509,0.001
1775318130.1538296,True,3314.955,0.0,359.008,2955.936,0.001
1775318130.1539922,True,3314.821,0.0,342.685,2972.126,0.001
1775318130.1541407,True,3314.88,0.0,326.472,2988.396,0.001
1775318130.1542811,True,3314.736,0.0,310.148,3004.576,0.001
1775318130.1545002,True,3314.581,0.0,293.893,3020.677,0.001
1775318130.1563585,True,3319.409,0.001,188.548,3130.845,0.001
1775318130.156539,True,3316.65,0.0,390.998,2925.642,0.001
1775318130.1566985,True,3316.435,0.0,374.644,2941.779,0.001
1775318130.1582608,True,3320.779,0.0,233.364,3087.406,0.001
1775318130.1584358,True,3320.545,0.0,218.584,3101.951,0.001
1775318130.1588595,True,3319.235,0.0,204.199,3115.024,0.001
1775318130.1598551,True,3321.59,0.0,278.543,3043.037,0.001
1775318130.1600478,True,3321.436,0.0,263.102,3058.325,0.001
1775318130.160499,True,3321.289,0.0,248.719,3072.559,0.001
1775318130.1607785,True,3319.952,0.0,406.227,2913.717,0.001
1775318133.4814162,True,3326.546,0.0,51.791,3274.738,0.001
1775318133.4818983,True,3322.207,0.0,77.092,3245.104,0.001
1775318133.4820778,True,3323.455,0.0,63.778,3259.666,0.001
1775318133.4845095,True,3324.624,0.0,92.786,3231.824,0.001
1775318133.4849226,True,3324.945,0.0,109.639,3215.295,0.001
1775318133.487006,True,3326.983,0.0,126.012,3200.944,0.001
1775318133.4879599,True,3326.542,0.0,157.256,3169.273,0.001
1775318133.488141,True,3326.682,0.0,141.203,3185.469,0.001
1775318133.488852,True,3311.211,0.0,246.128,3065.074,0.001
1775318133.4890223,True,3326.678,0.0,217.092,3109.577,0.001
1775318133.4891806,True,3326.52,0.0,201.845,3124.666,0.001
1775318133.4893293,True,3326.448,0.0,185.964,3140.474,0.001
1775318133.4894848,True,3326.504,0.0,171.913,3154.58,0.0
1775318133.4907231,True,3311.268,0.0,337.784,2973.473,0.001
1775318133.4908922,True,3311.122,0.0,323.424,2987.687,0.001
1775318133.4910522,True,3310.975,0.0,306.423,3004.543,0.001
1775318133.4912043,True,3311.278,0.0,292.631,3018.637,0.001
1775318133.4913511,True,3311.144,0.0,277.606,3033.526,0.001
