timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775226302.7330356,True,2669.34,0.0,50.318,2618.993,0.001
1775226305.6965008,True,2962.298,0.0,50.378,2911.893,0.001
1775226308.4483626,True,2751.057,0.0,50.179,2700.853,0.002
1775226311.3591135,True,2908.827,0.0,51.524,2857.276,0.001
1775226314.1771832,True,2817.63,0.0,50.206,2767.397,0.001
1775226317.0483367,True,2870.864,0.0,50.474,2820.363,0.001
1775226319.925595,True,2876.547,0.0,50.74,2825.78,0.001
1775226322.6582944,True,2731.403,0.0,50.159,2681.211,0.001
1775226325.275136,True,2616.581,0.0,50.244,2566.309,0.001
1775226328.141675,True,2865.732,0.0,50.267,2815.438,0.002
1775226330.9094143,True,2766.948,0.0,50.244,2716.677,0.001
1775226333.9206512,True,3010.427,0.0,50.281,2960.108,0.001
1775226336.8544312,True,2932.949,0.0,50.311,2882.61,0.002
1775226339.528671,True,2673.41,0.001,50.224,2623.16,0.001
1775226342.2939117,True,2764.487,0.001,51.366,2713.092,0.002
1775226345.401969,True,3107.161,0.0,51.141,3055.991,0.002
1775226348.251389,True,2847.572,0.0,50.259,2797.283,0.001
1775226350.9612076,True,2709.436,0.0,50.181,2659.219,0.001
1775226354.1809084,True,3218.957,0.0,50.401,3168.528,0.001
1775226356.987947,True,2806.03,0.0,50.251,2755.751,0.001
1775226359.6670942,True,2678.309,0.001,50.338,2627.944,0.002
