timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775226952.6823297,True,2795.808,0.001,50.538,2745.225,0.001
1775226955.4172196,True,2734.107,0.0,50.126,2683.947,0.001
1775226958.6421225,True,3224.795,0.0,50.283,3174.485,0.002
1775226961.7650957,True,3121.572,0.001,50.143,3071.405,0.002
1775226964.5902162,True,2824.459,0.0,50.362,2774.07,0.001
1775226967.456752,True,2866.263,0.0,50.517,2815.722,0.001
1775226970.4282067,True,2970.611,0.0,50.573,2920.012,0.001
1775226973.814226,True,2887.5,0.0,50.127,2837.349,0.001
1775226976.6409655,True,2826.072,0.0,50.469,2775.576,0.002
1775226979.6881301,True,3046.44,0.0,50.333,2996.08,0.001
1775226982.3441339,True,2655.307,0.0,50.207,2605.074,0.001
1775226985.0585554,True,2714.185,0.0,50.504,2663.655,0.001
1775226987.604328,True,2545.127,0.0,50.234,2494.868,0.001
1775226990.5207667,True,2915.813,0.0,50.34,2865.448,0.001
1775226993.2911286,True,2769.651,0.0,50.417,2719.207,0.001
1775226996.130784,True,2838.351,0.0,50.305,2788.02,0.001
1775226998.9515452,True,2820.092,0.0,50.19,2769.874,0.001
1775227001.5460305,True,2593.747,0.0,50.363,2543.342,0.001
1775227004.288169,True,2741.803,0.0,50.108,2691.668,0.002
1775227007.8720088,True,3044.459,0.0,50.092,2994.341,0.001
1775227010.7022574,True,2830.015,0.0,50.33,2779.659,0.001
