Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,20,0,29000,30954.998855150003,2961.4230320003117,58955.21312100027,1043.55,0.3321223084230767,0.0,32000,41000,47000,50000,56000,59000,59000,59000,59000,59000,59000
,Aggregated,20,0,29000,30954.998855150003,2961.4230320003117,58955.21312100027,1043.55,0.3321223084230767,0.0,32000,41000,47000,50000,56000,59000,59000,59000,59000,59000,59000
