Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,20,0,14000,12774.316664550042,2677.469244000349,14693.943989999752,1587.5,0.35128929741135473,0.0,14000,14000,14000,14000,15000,15000,15000,15000,15000,15000,15000
,Aggregated,20,0,14000,12774.316664550042,2677.469244000349,14693.943989999752,1587.5,0.35128929741135473,0.0,14000,14000,14000,14000,15000,15000,15000,15000,15000,15000,15000
