timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775225624.9541817,True,2996.885,0.006,50.458,2946.386,0.002
1775225627.8239312,True,2867.83,0.0,50.261,2817.542,0.002
1775225630.5449417,True,2718.366,0.0,50.153,2668.186,0.001
1775225633.3659313,True,2819.238,0.0,50.349,2768.863,0.001
1775225636.653531,True,2702.655,0.0,50.376,2652.254,0.001
1775225639.3115435,True,2656.058,0.0,50.162,2605.871,0.001
1775225641.9845767,True,2671.182,0.0,50.376,2620.779,0.001
1775225644.617855,True,2631.112,0.0,50.142,2580.944,0.001
1775225647.416246,True,2796.317,0.0,50.318,2745.973,0.001
1775225650.0706542,True,2652.492,0.0,50.316,2602.151,0.001
1775225652.6957624,True,2623.1,0.0,50.137,2572.939,0.001
1775225655.3587663,True,2661.268,0.0,50.2,2611.042,0.001
1775225658.0710714,True,2710.334,0.0,50.158,2660.134,0.001
1775225661.625964,True,3552.82,0.0,50.366,3502.43,0.001
1775225664.4415388,True,2811.794,0.0,50.364,2761.404,0.001
1775225667.1236563,True,2679.915,0.0,50.48,2629.41,0.001
1775225670.4664884,True,2767.326,0.0,50.358,2716.942,0.001
1775225673.1384327,True,2670.268,0.0,50.297,2619.947,0.001
1775225675.783286,True,2643.02,0.0,50.352,2592.641,0.001
1775225678.4601626,True,2674.959,0.0,50.259,2624.673,0.001
1775225681.3825784,True,2920.328,0.0,50.351,2869.95,0.001
