timestamp,elapsed_s,rss_mb,cpu_percent
1775244163.558,0.0,73.25,0.0
1775244164.558,1.0,73.25,0.0
1775244165.559,2.001,73.25,0.0
1775244166.559,3.001,73.25,2.0
1775244167.559,4.001,73.25,0.0
1775244169.127,5.569,73.25,0.0
1775244170.127,6.569,73.25,2.0
1775244171.128,7.57,73.25,0.0
1775244172.128,8.57,73.25,0.0
1775244173.128,9.57,73.25,2.0
1775244174.129,10.571,73.25,0.0
1775244175.129,11.571,73.25,0.0
1775244176.129,12.572,73.25,2.0
1775244177.13,13.572,73.25,0.0
1775244178.13,14.572,73.25,0.0
1775244179.131,15.573,73.38,3.0
1775244180.131,16.573,73.38,0.0
1775244181.131,17.574,73.38,0.0
1775244182.132,18.574,73.38,3.0
1775244183.132,19.574,73.38,0.0
1775244184.133,20.575,73.38,0.0
1775244185.133,21.575,73.38,3.0
1775244186.133,22.576,73.38,0.0
1775244187.134,23.576,73.38,0.0
1775244188.134,24.576,73.38,1.0
1775244189.135,25.577,73.38,0.0
1775244190.135,26.577,73.38,0.0
1775244191.135,27.577,73.38,3.0
1775244192.136,28.578,73.38,0.0
1775244193.136,29.578,73.38,0.0
1775244194.137,30.579,73.38,2.0
1775244195.137,31.579,73.38,0.0
1775244196.137,32.58,73.38,0.0
1775244197.138,33.58,73.38,2.0
1775244198.138,34.58,73.38,0.0
1775244199.139,35.581,73.38,1.0
1775244200.139,36.581,73.38,2.0
1775244201.823,38.265,73.38,0.0
1775244202.823,39.265,73.38,0.0
1775244203.823,40.265,73.38,1.0
1775244204.824,41.266,73.38,0.0
1775244205.824,42.266,73.38,4.0
1775244206.825,43.267,73.38,0.0
1775244207.825,44.267,73.38,0.0
1775244208.826,45.268,73.38,2.0
1775244209.826,46.268,73.38,0.0
1775244210.827,47.269,73.38,0.0
1775244211.827,48.269,74.13,5.0
1775244212.827,49.27,74.13,0.0
1775244213.828,50.27,74.13,0.0
1775244214.828,51.271,74.13,2.0
1775244215.829,52.271,74.13,0.0
1775244216.829,53.272,74.13,0.0
1775244217.83,54.272,74.13,3.0
1775244218.83,55.273,74.13,0.0
1775244219.831,56.273,74.13,0.0
1775244220.831,57.273,74.13,3.0
1775244221.832,58.274,74.13,0.0
1775244222.832,59.274,74.13,0.0
1775244223.833,60.275,74.13,4.0
1775244224.833,61.275,74.13,0.0
1775244225.833,62.275,74.13,0.0
1775244226.834,63.276,74.13,1.0
1775244227.834,64.276,74.13,0.0
