timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775243211.2676528,True,2950.176,0.0,50.234,2899.91,0.002
1775243214.9548357,True,2959.246,0.0,50.245,2908.972,0.002
1775243217.9045908,True,2948.862,0.0,50.198,2898.629,0.008
1775243220.851746,True,2946.422,0.0,50.201,2896.194,0.002
1775243223.7967303,True,2944.283,0.0,50.096,2894.16,0.002
1775243226.745182,True,2947.402,0.0,51.246,2896.129,0.002
1775243229.6952114,True,2948.915,0.0,50.187,2898.7,0.002
1775243232.642315,True,2946.778,0.0,50.19,2896.56,0.002
1775243235.5905995,True,2947.534,0.0,50.244,2897.263,0.002
1775243238.5360694,True,2944.513,0.0,50.421,2894.065,0.002
1775243241.488221,True,2951.361,0.0,51.617,2899.716,0.002
1775243244.4360106,True,2947.115,0.0,50.246,2896.841,0.002
1775243248.102325,True,2953.965,0.0,50.379,2903.557,0.002
1775243251.0508423,True,2946.983,0.0,50.158,2896.795,0.002
1775243253.9975488,True,2945.751,0.0,50.156,2895.569,0.002
1775243256.9457164,True,2947.505,0.0,50.117,2897.361,0.002
1775243259.8924615,True,2945.929,0.0,50.273,2895.63,0.002
1775243262.840706,True,2947.492,0.0,50.187,2897.276,0.002
1775243265.788496,True,2946.935,0.0,50.298,2896.612,0.002
1775243268.7353957,True,2946.342,0.001,50.14,2896.177,0.002
