Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,20,0,2800,2922.806731749961,2565.3332140000202,5397.878742999637,1605.9,0.3351412991820816,0.0,2800,2800,2900,3000,3000,5400,5400,5400,5400,5400,5400
,Aggregated,20,0,2800,2922.806731749961,2565.3332140000202,5397.878742999637,1605.9,0.3351412991820816,0.0,2800,2800,2900,3000,3000,5400,5400,5400,5400,5400,5400
