timestamp,elapsed_s,rss_mb,cpu_percent
1775224014.549,0.0,58.76,0.0
1775224015.549,1.0,58.76,0.0
1775224016.55,2.001,58.76,0.0
1775224017.55,3.001,58.76,1.0
1775224018.55,4.002,58.76,0.0
1775224019.551,5.002,58.76,1.0
1775224020.551,6.002,58.76,0.0
1775224021.552,7.003,58.76,0.0
1775224022.552,8.003,58.76,0.0
1775224023.552,9.004,58.76,0.0
1775224024.553,10.004,58.76,1.0
1775224025.553,11.004,58.76,0.0
1775224026.554,12.005,58.76,0.0
1775224027.554,13.005,58.76,0.0
1775224029.014,14.465,58.76,0.0
1775224030.015,15.466,58.76,1.0
1775224031.015,16.466,58.76,0.0
1775224032.016,17.467,58.76,0.0
1775224033.016,18.467,58.76,1.0
1775224034.016,19.467,58.76,1.0
1775224035.017,20.468,58.76,0.0
1775224036.017,21.468,58.76,0.0
1775224037.017,22.468,58.76,0.0
1775224038.018,23.469,58.76,0.0
1775224039.019,24.47,58.76,0.0
1775224040.019,25.47,58.76,0.0
1775224041.019,26.471,58.76,0.0
1775224042.02,27.471,58.76,1.0
1775224043.02,28.471,58.76,0.0
1775224044.021,29.472,58.76,0.0
1775224045.021,30.472,58.76,0.0
1775224046.022,31.473,58.76,1.0
1775224047.022,32.473,58.76,0.0
1775224048.023,33.474,58.76,0.0
1775224049.023,34.474,58.76,1.0
1775224050.024,35.475,58.76,0.0
1775224051.024,36.475,58.76,0.0
1775224052.025,37.476,58.76,0.0
1775224053.025,38.476,58.76,1.0
1775224054.026,39.477,58.76,0.0
1775224055.026,40.477,58.76,0.0
1775224056.026,41.477,58.76,1.0
1775224057.027,42.478,58.76,0.0
1775224058.028,43.479,58.76,0.0
1775224059.028,44.479,58.76,0.0
1775224060.028,45.479,58.76,1.0
1775224061.509,46.96,58.76,1.0
1775224062.51,47.961,58.76,0.0
1775224063.51,48.961,58.76,0.0
1775224064.511,49.962,58.76,0.0
1775224065.511,50.962,58.76,1.0
1775224066.512,51.963,58.76,0.0
1775224067.512,52.963,58.76,0.0
1775224068.513,53.964,58.76,0.0
1775224069.513,54.965,58.76,1.0
1775224070.514,55.965,58.76,0.0
1775224071.514,56.966,58.76,0.0
1775224072.515,57.966,58.76,1.0
1775224073.515,58.967,58.76,0.0
1775224074.516,59.967,58.76,0.0
1775224075.516,60.967,58.76,0.0
1775224076.517,61.968,58.76,1.0
1775224077.517,62.968,58.76,1.0
1775224078.518,63.969,58.76,0.0
