Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,20,0,14000,12806.924255549984,3009.6623050003473,14846.802827999909,11.95,0.3457446957589713,0.0,14000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000
,Aggregated,20,0,14000,12806.924255549984,3009.6623050003473,14846.802827999909,11.95,0.3457446957589713,0.0,14000,14000,15000,15000,15000,15000,15000,15000,15000,15000,15000
