timestamp,ttft_ms,tpot_ms,total_time_ms,token_count,success
1775240511.6947668,260.267,184.464,2473.921,13,True
1775240514.123932,2676.198,184.952,4895.693,13,True
1775240516.5378015,5098.818,184.162,7308.822,13,True
1775240518.960316,7523.875,183.895,9730.728,13,True
1775240522.028442,9945.997,185.074,12166.958,13,True
1775240524.4377787,12369.378,183.85,14575.756,13,True
1775240526.8703716,14791.662,184.676,17007.844,13,True
1775240529.2911136,17214.009,184.497,19428.043,13,True
1775240531.7083666,19642.851,183.486,21844.813,13,True
1775240534.1419792,22060.511,184.778,24277.923,13,True
1775240536.5595977,24485.204,184.079,26694.224,13,True
1775240538.9811804,26885.474,183.953,29093.054,13,True
1775240541.414591,29308.554,184.792,31526.128,13,True
1775240543.8306708,31732.224,184.128,33941.829,13,True
1775240546.251441,34154.741,183.912,36361.958,13,True
1775240548.6748285,36577.674,183.931,38784.913,13,True
1775240551.0981,39000.386,183.931,41207.788,13,True
1775240553.530018,41422.838,184.699,43639.292,13,True
1775240555.9439158,43845.398,183.942,46052.806,13,True
1775240558.367304,46274.149,183.447,48475.615,13,True
1775240560.797758,48718.56,184.442,50931.938,13,True
1775240563.2139244,51140.658,183.889,53347.63,13,True
1775240565.6353738,53563.244,183.765,55768.745,13,True
1775240568.0545878,55982.494,183.748,58187.569,13,True
