Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,21,0,13000,12480.638773333318,2606.2596980000308,14757.67138099991,11.714285714285714,0.3598384974406047,0.0,13000,14000,14000,14000,15000,15000,15000,15000,15000,15000,15000
,Aggregated,21,0,13000,12480.638773333318,2606.2596980000308,14757.67138099991,11.714285714285714,0.3598384974406047,0.0,13000,14000,14000,14000,15000,15000,15000,15000,15000,15000,15000
