timestamp,ttft_ms,tpot_ms,total_time_ms,token_count,success
1775224814.2713318,715.913,202.874,3088.973,12,True
1775224817.6887426,3665.355,199.23,5915.33,12,True
1775224820.6912842,6633.197,205.594,8917.003,12,True
1775224823.5680509,9506.026,206.672,11792.897,12,True
1775224826.1740086,12279.167,190.685,14398.464,12,True
1775224830.936528,16998.474,192.408,19160.574,12,True
1775224835.8122494,22131.857,188.822,24038.351,11,True
1775224838.4109983,24543.366,209.329,26638.735,11,True
1775224840.840704,27183.027,208.374,29067.705,10,True
1775224843.5799365,29506.426,206.738,31805.208,12,True
1775224846.2872794,29209.811,215.729,31429.449,11,True
1775224849.6115594,29058.324,209.055,31362.88,12,True
1775224852.421731,28872.399,206.692,31170.495,12,True
1775224855.1954324,28950.251,204.968,31067.428,11,True
1775224857.7983944,29061.09,193.421,31064.447,11,True
1775224860.504063,26804.693,195.555,29007.586,12,True
1775224864.975515,26335.345,206.172,28603.322,12,True
1775224867.748941,26633.258,194.452,28778.011,12,True
1775224870.3901548,26793.276,198.124,28989.507,12,True
