Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,1302,0,4400,4229.824930884785,2897.641203000603,5285.099057999105,793.0,22.431797820395026,0.0,4400,4600,4600,4600,4900,5300,5300,5300,5300,5300,5300
,Aggregated,1302,0,4400,4229.824930884785,2897.641203000603,5285.099057999105,793.0,22.431797820395026,0.0,4400,4600,4600,4600,4900,5300,5300,5300,5300,5300,5300
