Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,91,0,2800,3120.5329351758196,2270.5324040000505,8842.746790999969,1190.3956043956043,1.569078062497799,0.0,2800,2900,3000,3300,3800,5400,5600,8800,8800,8800,8800
,Aggregated,91,0,2800,3120.5329351758196,2270.5324040000505,8842.746790999969,1190.3956043956043,1.569078062497799,0.0,2800,2900,3000,3300,3800,5400,5600,8800,8800,8800,8800
