Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,98,0,2700,2934.368480112247,2340.712532999987,6753.538219000006,1186.0102040816328,1.6264163364958428,0.0,2700,2900,2900,3000,3300,4100,6600,6800,6800,6800,6800
,Aggregated,98,0,2700,2934.368480112247,2340.712532999987,6753.538219000006,1186.0102040816328,1.6264163364958428,0.0,2700,2900,2900,3000,3300,4100,6600,6800,6800,6800,6800
