timestamp,ttft_ms,tpot_ms,total_time_ms,token_count,success
1775249871.3514168,1617.158,143.413,3239.343,12,True
1775249874.28906,638.464,185.794,2937.499,13,True
1775249877.12593,712.472,193.085,2836.761,12,True
1775249879.7660203,532.275,208.529,2639.977,11,True
1775249882.9006126,626.984,208.857,3134.48,13,True
1775249886.9144468,582.305,311.874,4013.711,12,True
1775249889.7032416,621.682,196.987,2788.626,12,True
1775249892.551814,717.856,193.596,2848.422,12,True
1775249895.1379657,493.408,208.957,2586.055,11,True
1775249898.2424574,709.838,199.247,3104.388,13,True
1775249901.0991905,504.101,194.533,2856.623,13,True
1775249904.1475067,487.342,221.011,3048.195,12,True
1775249907.2190003,895.775,195.191,3071.382,12,True
1775249910.1505167,618.522,210.21,2931.408,12,True
1775249912.94853,833.16,206.592,2797.913,10,True
1775249915.6637008,540.109,197.674,2715.066,12,True
1775249918.5753684,724.201,196.211,2911.555,12,True
1775249921.2208774,533.969,210.929,2645.396,11,True
1775249924.3733928,703.77,240.235,3152.383,11,True
1775249927.419632,768.465,202.215,3046.11,12,True
