Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775250088,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3400,3900,3900,3900,3900,3900,3900,3900,9,0,2800,2982.041925555576,2735.5907910000496,3868.4679459997824,12.0
1775250089,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3400,3900,3900,3900,3900,3900,3900,3900,9,0,2800,2982.041925555576,2735.5907910000496,3868.4679459997824,12.0
1775250090,1,,Aggregated,0.400000,0.000000,2900,2900,2900,3400,3900,3900,3900,3900,3900,3900,3900,10,0,2800,2976.4118010999937,2735.5907910000496,3868.4679459997824,12.0
1775250091,1,,Aggregated,0.400000,0.000000,2900,2900,2900,3400,3900,3900,3900,3900,3900,3900,3900,10,0,2800,2976.4118010999937,2735.5907910000496,3868.4679459997824,12.0
1775250092,1,,Aggregated,0.400000,0.000000,2900,2900,2900,3400,3900,3900,3900,3900,3900,3900,3900,10,0,2800,2976.4118010999937,2735.5907910000496,3868.4679459997824,12.0
1775250093,1,,Aggregated,0.400000,0.000000,2800,2900,2900,2900,3400,3900,3900,3900,3900,3900,3900,11,0,2800,2956.0733314545523,2735.5907910000496,3868.4679459997824,12.0
1775250094,1,,Aggregated,0.400000,0.000000,2800,2900,2900,2900,3400,3900,3900,3900,3900,3900,3900,11,0,2800,2956.0733314545523,2735.5907910000496,3868.4679459997824,12.0
1775250095,1,,Aggregated,0.400000,0.000000,2800,2900,2900,2900,3400,3900,3900,3900,3900,3900,3900,11,0,2800,2956.0733314545523,2735.5907910000496,3868.4679459997824,12.0
1775250096,1,,Aggregated,0.400000,0.000000,2900,2900,3400,3400,3500,3900,3900,3900,3900,3900,3900,12,0,2800,2998.140376249997,2735.5907910000496,3868.4679459997824,11.916666666666666
1775250097,1,,Aggregated,0.400000,0.000000,2900,2900,3400,3400,3500,3900,3900,3900,3900,3900,3900,12,0,2800,2998.140376249997,2735.5907910000496,3868.4679459997824,11.916666666666666
1775250098,1,,Aggregated,0.400000,0.000000,2900,2900,3400,3400,3500,3900,3900,3900,3900,3900,3900,12,0,2800,2998.140376249997,2735.5907910000496,3868.4679459997824,11.916666666666666
1775250099,1,,Aggregated,0.400000,0.000000,2900,2900,3400,3400,3500,3900,3900,3900,3900,3900,3900,12,0,2800,2998.140376249997,2735.5907910000496,3868.4679459997824,11.916666666666666
1775250100,1,,Aggregated,0.400000,0.000000,2900,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,13,0,2900,3007.133640076937,2735.5907910000496,3868.4679459997824,12.0
1775250101,1,,Aggregated,0.400000,0.000000,2900,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,13,0,2900,3007.133640076937,2735.5907910000496,3868.4679459997824,12.0
1775250102,1,,Aggregated,0.400000,0.000000,2900,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,14,0,2800,2995.1414059286044,2735.5907910000496,3868.4679459997824,12.0
1775250103,1,,Aggregated,0.400000,0.000000,2900,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,14,0,2800,2995.1414059286044,2735.5907910000496,3868.4679459997824,12.0
1775250104,1,,Aggregated,0.400000,0.000000,2900,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,14,0,2800,2995.1414059286044,2735.5907910000496,3868.4679459997824,12.0
1775250105,1,,Aggregated,0.400000,0.000000,2800,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,15,0,2800,2975.1363424000374,2695.0654530000975,3868.4679459997824,11.933333333333334
1775250106,1,,Aggregated,0.400000,0.000000,2800,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,15,0,2800,2975.1363424000374,2695.0654530000975,3868.4679459997824,11.933333333333334
1775250107,1,,Aggregated,0.400000,0.000000,2800,2900,3100,3400,3500,3900,3900,3900,3900,3900,3900,15,0,2800,2975.1363424000374,2695.0654530000975,3868.4679459997824,11.933333333333334
1775250108,1,,Aggregated,0.300000,0.000000,2800,2900,3100,3100,3500,3900,3900,3900,3900,3900,3900,16,0,2800,2951.604722125012,2598.6304179996296,3868.4679459997824,11.875
1775250109,1,,Aggregated,0.300000,0.000000,2800,2900,3100,3100,3500,3900,3900,3900,3900,3900,3900,16,0,2800,2951.604722125012,2598.6304179996296,3868.4679459997824,11.875
1775250110,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3100,3500,3900,3900,3900,3900,3900,3900,17,0,2800,2929.688541647064,2579.0296539998963,3868.4679459997824,11.823529411764707
1775250111,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3100,3500,3900,3900,3900,3900,3900,3900,17,0,2800,2929.688541647064,2579.0296539998963,3868.4679459997824,11.823529411764707
1775250112,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3100,3500,3900,3900,3900,3900,3900,3900,17,0,2800,2929.688541647064,2579.0296539998963,3868.4679459997824,11.823529411764707
1775250113,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3100,3500,3900,3900,3900,3900,3900,3900,18,0,2800,2929.163602000017,2579.0296539998963,3868.4679459997824,11.833333333333334
1775250114,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3100,3500,3900,3900,3900,3900,3900,3900,18,0,2800,2929.163602000017,2579.0296539998963,3868.4679459997824,11.833333333333334
1775250115,1,,Aggregated,0.400000,0.000000,2800,2900,2900,3100,3500,3900,3900,3900,3900,3900,3900,18,0,2800,2929.163602000017,2579.0296539998963,3868.4679459997824,11.833333333333334
