Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,18,0,14000,14286.978160611143,2919.031890000042,20438.055290000193,11.88888888888889,0.3143680180533066,0.0,14000,14000,15000,18000,20000,20000,20000,20000,20000,20000,20000
,Aggregated,18,0,14000,14286.978160611143,2919.031890000042,20438.055290000193,11.88888888888889,0.3143680180533066,0.0,14000,14000,15000,18000,20000,20000,20000,20000,20000,20000,20000
