timestamp,elapsed_s,rss_mb,cpu_percent
1775296519.945,0.0,83.04,0.0
1775296520.946,1.002,83.04,0.0
1775296521.947,2.002,83.04,0.0
1775296522.947,3.002,83.04,1.0
1775296523.949,4.004,83.04,1.0
1775296524.95,5.005,83.04,1.0
1775296525.951,6.006,83.04,0.0
1775296526.952,7.007,83.04,0.0
1775296527.953,8.009,83.04,3.0
1775296528.955,9.01,83.04,0.0
1775296529.957,10.012,83.04,2.0
1775296530.959,11.014,83.04,0.0
1775296531.961,12.016,83.04,0.0
1775296532.962,13.017,83.04,1.0
1775296533.963,14.018,83.04,0.0
1775296534.963,15.018,83.04,2.0
1775296535.964,16.019,83.04,0.0
1775296536.964,17.019,83.04,0.0
1775296537.964,18.019,83.04,1.0
1775296538.965,19.02,83.04,1.0
1775296539.965,20.02,83.04,2.0
1775296540.965,21.021,83.04,0.0
1775296541.966,22.021,83.04,1.0
1775296542.966,23.021,83.04,0.0
1775296543.966,24.022,83.04,1.0
1775296544.967,25.022,83.04,1.0
1775296545.967,26.022,83.04,0.0
1775296546.968,27.023,83.04,2.0
1775296547.968,28.023,83.04,0.0
1775296548.968,29.024,83.04,0.0
1775296549.969,30.024,83.04,2.0
1775296550.969,31.024,83.04,0.0
1775296551.969,32.025,83.04,1.0
1775296552.97,33.025,83.04,0.0
1775296553.97,34.026,83.04,2.0
1775296554.971,35.026,83.04,0.0
1775296555.971,36.026,83.04,0.0
1775296556.972,37.027,83.04,3.0
1775296557.972,38.027,83.04,0.0
1775296558.973,39.028,83.04,1.0
1775296559.973,40.028,83.04,0.0
1775296560.973,41.028,83.04,0.0
1775296561.974,42.029,83.04,2.0
1775296562.974,43.03,83.04,0.0
1775296563.975,44.03,83.04,1.0
1775296564.975,45.031,83.04,0.0
1775296565.976,46.031,83.04,0.0
1775296566.976,47.032,83.04,2.0
1775296567.977,48.032,83.04,0.0
1775296568.977,49.032,83.04,2.0
1775296569.978,50.033,83.04,0.0
1775296570.979,51.034,83.04,2.0
1775296571.98,52.035,83.04,1.0
1775296572.982,53.037,83.04,0.0
1775296573.983,54.039,83.04,1.0
1775296574.985,55.04,83.04,0.0
1775296575.986,56.041,83.04,2.0
1775296576.987,57.042,83.04,0.0
1775296577.987,58.043,83.04,0.0
1775296578.988,59.044,83.04,2.0
1775296579.99,60.045,83.04,0.0
1775296580.99,61.045,83.04,2.0
1775296581.991,62.046,83.04,0.0
1775296582.991,63.047,83.04,5.0
