Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,20,0,28000,22082.72291495004,3477.8557589997945,29289.835738999955,11.75,0.34529313153030033,0.0,28000,28000,28000,28000,29000,29000,29000,29000,29000,29000,29000
,Aggregated,20,0,28000,22082.72291495004,3477.8557589997945,29289.835738999955,11.75,0.34529313153030033,0.0,28000,28000,28000,28000,29000,29000,29000,29000,29000,29000,29000
