Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,20,0,2900,2912.7884906000195,2653.1780630002686,3685.095063999597,11.6,0.343296786729835,0.0,2900,2900,3000,3100,3100,3700,3700,3700,3700,3700,3700
,Aggregated,20,0,2900,2912.7884906000195,2653.1780630002686,3685.095063999597,11.6,0.343296786729835,0.0,2900,2900,3000,3100,3100,3700,3700,3700,3700,3700,3700
