timestamp,elapsed_s,rss_mb,cpu_percent
1775337226.374,0.0,177.49,0.0
1775337227.374,1.001,177.49,0.0
1775337228.375,2.001,177.49,0.0
1775337229.375,3.001,177.49,71.0
1775337230.375,4.002,177.49,83.0
1775337231.376,5.002,177.49,0.0
1775337232.377,6.003,177.49,0.0
1775337233.377,7.003,177.49,28.0
1775337234.379,8.005,177.49,97.8
1775337235.379,9.005,177.49,31.0
1775337236.38,10.006,177.49,0.0
1775337237.381,11.007,177.49,0.0
1775337238.381,12.007,177.49,77.0
1775337239.385,13.011,177.49,79.7
1775337240.386,14.013,177.49,0.0
1775337241.387,15.013,177.49,40.0
1775337242.387,16.013,177.49,35.0
1775337243.388,17.014,177.49,89.9
1775337244.388,18.014,177.49,7.0
1775337245.388,19.015,177.49,38.0
1775337246.389,20.015,177.49,22.0
1775337247.389,21.016,177.49,96.9
1775337248.39,22.016,177.49,43.0
1775337249.39,23.017,177.49,0.0
1775337250.391,24.017,177.49,11.0
1775337251.391,25.017,177.49,100.0
1775337252.392,26.018,177.49,50.0
1775337253.392,27.018,177.49,0.0
1775337254.392,28.019,177.49,3.0
1775337255.393,29.019,177.49,100.0
1775337256.393,30.02,177.49,60.0
1775337257.394,31.02,177.49,0.0
1775337258.394,32.02,177.49,0.0
1775337259.395,33.021,177.49,93.0
1775337260.395,34.021,177.49,70.0
1775337261.396,35.022,177.49,0.0
1775337262.396,36.022,177.49,0.0
1775337263.396,37.023,203.37,78.0
1775337264.397,38.023,222.99,95.0
1775337265.4,39.026,222.99,0.0
1775337266.406,40.032,222.99,0.0
1775337267.407,41.033,222.99,67.9
1775337268.409,42.035,222.99,94.8
1775337269.412,43.038,222.99,2.0
1775337270.414,44.04,222.99,0.0
1775337271.415,45.041,222.99,55.9
1775337272.416,46.042,222.99,96.9
1775337273.416,47.043,222.99,10.0
1775337274.417,48.043,222.99,0.0
1775337275.417,49.044,222.99,46.0
1775337276.418,50.044,222.99,96.0
1775337277.418,51.045,222.99,18.0
1775337278.419,52.045,222.99,0.0
1775337279.419,53.045,222.99,39.0
1775337280.419,54.045,222.99,97.0
1775337281.42,55.046,222.99,27.0
1775337282.42,56.046,222.99,0.0
1775337283.421,57.047,222.99,32.0
1775337284.421,58.047,222.99,96.0
1775337285.421,59.048,222.99,41.0
1775337286.422,60.048,222.99,0.0
1775337287.422,61.048,222.99,19.0
1775337288.422,62.049,222.99,101.0
1775337289.423,63.049,222.99,44.0
