Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,102,0,2700,2825.3576250587917,2343.0256049996387,7257.022818000223,1621.7843137254902,1.6805188532875122,0.0,2700,2700,2800,2800,3000,3200,4700,7100,7300,7300,7300
,Aggregated,102,0,2700,2825.3576250587917,2343.0256049996387,7257.022818000223,1621.7843137254902,1.6805188532875122,0.0,2700,2700,2800,2800,3000,3200,4700,7100,7300,7300,7300
