Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,750,0,3700,3712.2801065826156,3675.0840810000227,3754.1972230010288,1068.3586666666667,13.45432287562337,0.0,3700,3700,3700,3700,3700,3700,3800,3800,3800,3800,3800
,Aggregated,750,0,3700,3712.2801065826156,3675.0840810000227,3754.1972230010288,1068.3586666666667,13.45432287562337,0.0,3700,3700,3700,3700,3700,3700,3800,3800,3800,3800,3800
