timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775337526.2180462,True,4417.885,0.0,51.511,4366.352,0.002
1775337526.2185965,True,4419.572,0.0,65.646,4353.918,0.001
1775337526.22112,True,4421.975,0.0,78.557,4343.411,0.001
1775337526.2215328,True,4422.42,0.0,134.097,4288.317,0.0
1775337526.2217062,True,4422.348,0.0,120.603,4301.739,0.0
1775337526.2218652,True,4422.261,0.0,106.517,4315.737,0.001
1775337526.2220216,True,4422.136,0.0,92.38,4329.749,0.001
1775337526.2231174,True,4422.753,0.0,218.962,4203.786,0.0
1775337526.2232823,True,4422.702,0.0,204.594,4218.103,0.0
1775337526.223441,True,4422.661,0.0,191.516,4231.14,0.0
1775337526.2235897,True,4422.602,0.0,176.242,4246.354,0.0
1775337526.223737,True,4422.558,0.0,161.563,4260.989,0.001
1775337526.2238717,True,4422.49,0.0,147.639,4274.845,0.001
1775337526.2260785,True,4426.651,0.0,261.463,4165.179,0.001
1775337526.2262673,True,4426.558,0.0,245.858,4180.694,0.001
1775337526.2264292,True,4426.387,0.0,231.996,4194.384,0.001
1775337526.2272158,True,4427.443,0.0,388.434,4039.003,0.0
1775337526.2273946,True,4427.354,0.0,373.626,4053.722,0.0
1775337526.2275531,True,4427.25,0.0,358.767,4068.476,0.0
1775337526.2280295,True,4427.164,0.0,343.55,4083.607,0.0
1775337526.2282393,True,4427.067,0.0,328.894,4098.166,0.001
1775337526.2284136,True,4426.973,0.0,313.187,4113.775,0.0
1775337526.228576,True,4426.865,0.0,292.569,4134.284,0.001
1775337526.228735,True,4426.767,0.0,277.189,4149.569,0.001
1775337526.2340894,True,4434.318,0.0,403.486,4030.822,0.001
1775337526.2346296,True,4434.886,0.0,463.632,3971.244,0.001
1775337526.2348795,True,4434.776,0.0,447.385,3987.382,0.001
1775337526.235052,True,4434.671,0.0,431.289,4003.376,0.001
1775337526.2352126,True,4434.56,0.0,418.061,4016.492,0.002
1775337526.2365332,True,4436.168,0.0,670.473,3765.689,0.001
1775337526.2367082,True,4436.075,0.0,655.0,3781.068,0.001
1775337526.2368734,True,4435.983,0.0,639.063,3796.913,0.001
1775337526.2370238,True,4435.892,0.0,624.487,3811.394,0.001
1775337526.2371645,True,4435.8,0.0,608.93,3826.864,0.001
1775337526.2373013,True,4435.699,0.0,594.076,3841.612,0.001
1775337526.237431,True,4435.603,0.0,579.288,3856.307,0.001
1775337526.2375782,True,4435.483,0.0,565.387,3870.086,0.001
1775337526.2377353,True,4435.419,0.0,548.765,3886.648,0.0
1775337526.2378724,True,4435.33,0.0,535.357,3899.968,0.0
1775337526.2380044,True,4435.224,0.0,521.439,3913.778,0.001
1775337526.2381322,True,4435.095,0.0,507.802,3927.286,0.001
1775337526.2382712,True,4435.012,0.0,494.596,3940.41,0.0
1775337526.2384033,True,4434.993,0.0,479.788,3955.196,0.001
1775337526.2439675,True,4441.101,0.0,1413.951,3027.142,0.002
1775337526.24436,True,4441.548,0.0,1458.248,2983.294,0.0
1775337526.2445252,True,4441.425,0.0,1443.764,2997.655,0.001
1775337526.2446709,True,4441.293,0.0,1428.756,3012.53,0.001
1775337526.2455506,True,4444.985,0.0,819.498,3625.48,0.0
1775337526.2457278,True,4444.899,0.0,804.836,3640.054,0.001
1775337526.245882,True,4444.822,0.0,789.962,3654.853,0.001
1775337526.246028,True,4444.745,0.0,775.517,3669.221,0.001
1775337526.2461748,True,4444.659,0.0,761.482,3683.17,0.001
1775337526.2463188,True,4444.57,0.0,748.053,3696.509,0.0
1775337526.2465065,True,4444.478,0.0,731.087,3713.385,0.0
1775337526.246654,True,4444.383,0.0,716.025,3728.351,0.001
1775337526.2468424,True,4444.288,0.0,700.933,3743.348,0.001
1775337526.2469814,True,4444.184,0.0,686.345,3757.831,0.0
1775337526.249444,True,4446.576,0.0,1009.647,3436.922,0.0
1775337526.249687,True,4446.46,0.0,993.514,3452.939,0.001
1775337526.2498617,True,4446.364,0.0,978.065,3468.292,0.0
1775337526.2500136,True,4446.251,0.0,963.598,3482.644,0.0
1775337526.2501566,True,4446.164,0.0,948.866,3497.29,0.0
1775337526.2502959,True,4446.071,0.0,934.73,3511.332,0.0
1775337526.2504318,True,4445.964,0.0,921.174,3524.781,0.001
1775337526.2506018,True,4443.679,0.0,1499.935,2943.738,0.0
1775337526.2508185,True,4443.574,0.0,1485.278,2958.29,0.0
1775337526.2509723,True,4443.484,0.0,1471.826,2971.653,0.001
1775337526.2511153,True,4445.543,0.0,906.172,3539.365,0.001
1775337526.2512515,True,4445.453,0.0,891.654,3553.793,0.0
1775337526.2513835,True,4445.363,0.0,876.818,3568.539,0.0
1775337526.2515166,True,4445.274,0.0,861.827,3583.441,0.0
1775337526.251683,True,4445.186,0.0,847.309,3597.87,0.001
1775337526.2518208,True,4445.079,0.0,833.121,3611.952,0.0
1775337526.2555158,True,4451.725,0.0,1399.887,3051.832,0.001
1775337526.2556913,True,4451.629,0.0,1385.828,3065.795,0.0
1775337526.2558525,True,4451.546,0.0,1371.251,3080.289,0.0
1775337526.2559953,True,4451.461,0.0,1357.868,3093.588,0.0
1775337526.2561562,True,4451.381,0.0,1343.739,3107.636,0.0
1775337526.2562995,True,4451.32,0.0,1328.428,3122.885,0.0
1775337526.2564378,True,4451.237,0.0,1313.332,3137.898,0.001
1775337526.2565713,True,4451.177,0.0,1298.732,3152.437,0.001
1775337526.2567124,True,4451.166,0.0,1284.494,3166.665,0.001
1775337526.2568586,True,4452.26,0.0,1270.739,3181.514,0.0
1775337526.2569916,True,4452.175,0.0,1257.106,3195.062,0.001
1775337526.257139,True,4452.111,0.0,1241.66,3210.445,0.0
1775337526.257275,True,4452.026,0.0,1226.935,3225.086,0.0
1775337526.2574039,True,4451.959,0.0,1213.25,3238.704,0.0
1775337526.2575321,True,4451.87,0.0,1198.513,3253.352,0.0
1775337526.2576702,True,4451.78,0.0,1185.036,3266.738,0.0
1775337526.2578032,True,4451.688,0.0,1171.836,3279.846,0.001
1775337526.2579305,True,4451.623,0.0,1156.447,3295.17,0.0
1775337526.258059,True,4451.523,0.0,1141.624,3309.89,0.001
1775337526.2582057,True,4451.431,0.0,1126.497,3324.924,0.001
1775337526.258346,True,4451.34,0.0,1111.332,3340.002,0.001
1775337526.2584732,True,4451.245,0.0,1096.881,3354.359,0.001
1775337526.2586045,True,4451.161,0.0,1082.449,3368.705,0.001
1775337526.2587805,True,4451.056,0.0,1068.047,3383.002,0.001
1775337526.2589414,True,4450.94,0.0,1054.15,3396.782,0.001
1775337526.2590692,True,4450.801,0.0,1040.937,3409.857,0.001
1775337526.2591975,True,4450.625,0.0,1025.439,3425.176,0.001
1775337530.7063882,True,4480.543,0.0,97.122,4383.408,0.001
1775337530.7069001,True,4473.594,0.0,105.069,4368.511,0.001
1775337530.7096443,True,4467.202,0.0,110.124,4357.065,0.001
1775337530.7101269,True,4467.386,0.0,125.091,4342.287,0.001
1775337530.7142217,True,4471.665,0.0,140.064,4331.591,0.001
1775337530.714684,True,4472.219,0.0,187.172,4285.035,0.002
1775337530.7148545,True,4472.064,0.0,172.242,4299.814,0.001
1775337530.7150218,True,4471.866,0.0,154.948,4316.911,0.001
1775337530.7159705,True,4473.249,0.0,266.202,4207.035,0.001
1775337530.7161536,True,4473.051,0.0,250.247,4222.792,0.001
1775337530.7163162,True,4472.848,0.0,234.19,4238.646,0.001
1775337530.7164683,True,4472.669,0.0,217.899,4254.758,0.001
1775337530.7166066,True,4472.42,0.0,202.385,4270.026,0.001
1775337530.7184324,True,4468.434,0.0,392.128,4076.298,0.001
1775337530.7186046,True,4468.241,0.0,378.625,4089.606,0.001
1775337530.7187834,True,4468.049,0.0,364.403,4103.636,0.001
1775337530.7189639,True,4467.856,0.0,350.037,4117.808,0.001
1775337530.7191234,True,4467.675,0.0,336.055,4131.611,0.001
1775337530.7192717,True,4467.487,0.0,322.569,4144.908,0.001
1775337530.719409,True,4467.303,0.0,306.915,4160.378,0.001
1775337530.719551,True,4467.145,0.0,291.159,4175.975,0.001
1775337530.719684,True,4467.01,0.0,275.786,4191.212,0.001
1775337530.7275321,True,4477.985,0.0,405.704,4072.273,0.001
1775337530.7279608,True,4473.242,0.0,459.701,4013.535,0.001
1775337530.728126,True,4473.146,0.0,444.07,4029.069,0.001
1775337530.7282834,True,4473.085,0.0,428.928,4044.149,0.001
1775337530.7284327,True,4478.173,0.0,419.3,4058.867,0.001
1775337530.7296872,True,4474.252,0.0,660.817,3813.429,0.0
1775337530.7298584,True,4474.17,0.0,647.072,3827.092,0.0
1775337530.7300115,True,4474.084,0.0,633.274,3840.805,0.001
1775337530.7301595,True,4474.023,0.0,618.486,3855.53,0.0
1775337530.7303042,True,4473.944,0.0,603.668,3870.27,0.0
1775337530.7304442,True,4473.984,0.0,590.37,3883.607,0.001
1775337530.7305768,True,4473.901,0.0,576.248,3897.645,0.0
1775337530.7307866,True,4473.84,0.0,562.277,3911.557,0.0
1775337530.7309468,True,4473.747,0.0,546.55,3927.191,0.0
1775337530.73111,True,4473.663,0.0,530.989,3942.667,0.0
1775337530.731253,True,4473.604,0.0,516.079,3957.519,0.0
1775337530.7313852,True,4473.522,0.0,502.183,3971.333,0.001
1775337530.7315314,True,4473.418,0.0,487.94,3985.471,0.0
1775337530.7316704,True,4473.333,0.0,472.905,4000.422,0.0
1775337530.7359319,True,4480.559,0.0,675.104,3805.446,0.001
1775337530.7363336,True,4479.344,0.0,732.779,3746.559,0.001
1775337530.736497,True,4479.272,0.0,717.749,3761.517,0.001
1775337530.7366474,True,4479.24,0.0,702.757,3776.475,0.001
1775337530.7367918,True,4480.755,0.0,689.767,3790.981,0.001
1775337530.7378285,True,4477.28,0.0,952.08,3525.195,0.001
1775337530.7379994,True,4477.254,0.0,936.551,3540.695,0.001
1775337530.7381666,True,4477.45,0.0,921.466,3555.976,0.0
1775337530.7383199,True,4477.578,0.0,906.092,3571.478,0.0
1775337530.7384648,True,4480.115,0.0,893.621,3586.489,0.001
1775337530.7386053,True,4480.053,0.0,879.558,3600.489,0.0
1775337530.7387831,True,4479.974,0.0,863.991,3615.977,0.001
1775337530.7389235,True,4479.914,0.0,848.645,3631.263,0.0
1775337530.739085,True,4479.833,0.0,833.309,3646.518,0.0
1775337530.7392273,True,4479.769,0.0,818.124,3661.639,0.0
1775337530.739379,True,4479.676,0.0,803.335,3676.336,0.0
1775337530.7395477,True,4479.619,0.0,789.809,3689.805,0.0
1775337530.739691,True,4479.54,0.0,775.925,3703.609,0.001
1775337530.739824,True,4479.481,0.0,762.234,3717.241,0.001
1775337530.7399588,True,4479.403,0.0,748.588,3730.809,0.0
1775337530.7433236,True,3276.192,0.0,149.615,3126.571,0.0
1775337530.7435167,True,3276.123,0.0,135.546,3140.57,0.001
1775337530.743681,True,3276.086,0.0,120.787,3155.291,0.001
1775337530.7438266,True,3280.703,0.0,111.149,3169.548,0.001
1775337530.743968,True,3280.659,0.0,97.324,3183.326,0.001
1775337530.7441144,True,3275.249,0.0,327.147,2948.096,0.0
1775337530.7442558,True,3275.18,0.0,312.231,2962.942,0.001
1775337530.7443912,True,3275.093,0.0,297.784,2977.3,0.001
1775337530.744535,True,3275.036,0.0,283.883,2991.146,0.0
1775337530.7446687,True,3274.952,0.0,268.956,3005.988,0.0
1775337530.744804,True,3280.147,0.0,82.116,3198.022,0.001
1775337530.744931,True,3274.777,0.0,254.543,3020.225,0.001
1775337530.7450607,True,3274.723,0.0,239.02,3035.69,0.001
1775337530.7452095,True,3274.704,0.0,221.631,3053.067,0.0
1775337530.7453454,True,3274.637,0.0,206.413,3068.219,0.0
1775337530.745493,True,3274.532,0.0,191.234,3083.292,0.001
1775337530.7456367,True,3274.432,0.0,176.61,3097.816,0.001
1775337530.7457695,True,3274.338,0.0,163.055,3111.276,0.001
1775337530.7458985,True,4419.314,0.0,1205.423,3213.882,0.0
1775337530.7460394,True,4419.807,0.0,1191.876,3227.92,0.001
1775337530.7461758,True,4419.73,0.0,1176.869,3242.853,0.001
1775337530.7463071,True,4419.66,0.0,1162.662,3256.99,0.0
1775337530.7464337,True,4419.667,0.001,1148.322,3271.333,0.001
1775337530.7465582,True,4473.334,0.0,1179.834,3293.493,0.001
1775337530.7467287,True,4473.283,0.0,1165.047,3308.228,0.001
1775337530.7468765,True,4473.448,0.0,1151.169,3322.269,0.001
1775337530.7470102,True,4473.499,0.0,1136.345,3337.143,0.001
1775337530.7471366,True,4477.654,0.0,1126.116,3351.53,0.001
1775337530.7472565,True,4477.149,0.0,1112.136,3365.005,0.001
1775337530.7473967,True,4476.964,0.0,1098.468,3378.491,0.0
1775337530.7475355,True,4476.897,0.0,1085.466,3391.425,0.0
1775337530.7476785,True,4476.838,0.0,1070.603,3406.227,0.0
1775337530.7478638,True,4477.04,0.0,1056.016,3421.016,0.0
1775337530.7479987,True,4477.0,0.0,1040.956,3436.035,0.0
1775337530.7481349,True,4476.942,0.0,1025.847,3451.088,0.0
1775337530.7482622,True,4477.112,0.0,1011.818,3465.288,0.0
1775337530.7483819,True,4477.067,0.0,997.437,3479.623,0.0
1775337530.7485025,True,4477.216,0.0,982.283,3494.927,0.0
1775337530.7486362,True,4477.156,0.0,967.087,3510.062,0.001
1775337535.1824934,True,4454.959,0.0,95.048,4359.904,0.001
1775337535.18274,True,4454.748,0.0,81.267,4373.469,0.002
1775337535.1852696,True,4441.815,0.0,122.812,4318.996,0.001
1775337535.1854527,True,4450.964,0.0,117.097,4333.86,0.001
1775337535.185612,True,4450.868,0.0,102.389,4348.469,0.001
1775337535.1900263,True,4446.395,0.0,138.304,4308.076,0.002
1775337535.1905618,True,4447.069,0.0,210.062,4237.0,0.001
1775337535.1907935,True,4446.972,0.0,194.744,4252.217,0.001
1775337535.1909742,True,4446.873,0.0,179.845,4267.02,0.001
1775337535.1911335,True,4446.77,0.0,166.22,4280.544,0.001
1775337535.1912894,True,4446.648,0.0,152.617,4294.021,0.001
1775337535.1926167,True,4446.218,0.0,378.336,4067.875,0.0
1775337535.1927922,True,4448.272,0.0,365.986,4082.279,0.001
1775337535.1929502,True,4448.184,0.0,351.951,4096.226,0.0
1775337535.1931007,True,4448.077,0.0,338.171,4109.899,0.001
1775337535.1932452,True,4447.961,0.0,324.702,4123.253,0.001
1775337535.1934116,True,4447.861,0.0,310.971,4136.884,0.001
1775337535.1935654,True,4447.747,0.0,297.697,4150.044,0.001
1775337535.1937237,True,4447.59,0.0,283.282,4164.3,0.001
1775337535.19387,True,4447.407,0.0,269.664,4177.736,0.001
1775337535.1940095,True,4447.338,0.0,256.383,4190.948,0.001
1775337535.1941469,True,4447.242,0.0,240.733,4206.502,0.001
1775337535.1942806,True,4447.166,0.0,225.159,4222.0,0.001
1775337535.197223,True,4449.373,0.0,670.491,3778.876,0.001
1775337535.1974177,True,4449.343,0.0,656.366,3792.97,0.0
1775337535.197668,True,4450.65,0.0,643.539,3807.105,0.0
1775337535.1978567,True,4450.569,0.0,629.55,3821.014,0.0
1775337535.1980193,True,4450.513,0.0,615.358,3835.149,0.001
1775337535.1981716,True,4450.438,0.0,602.015,3848.418,0.0
1775337535.1983147,True,4450.383,0.0,587.511,3862.865,0.0
1775337535.1984518,True,4450.3,0.0,572.019,3878.273,0.001
1775337535.198587,True,4450.225,0.0,556.607,3893.611,0.0
1775337535.1987884,True,4450.137,0.0,541.218,3908.914,0.0
1775337535.198951,True,4450.043,0.0,525.934,3924.102,0.0
1775337535.1990962,True,4449.929,0.0,510.784,3939.136,0.0
1775337535.1992643,True,4449.843,0.0,495.307,3954.53,0.001
1775337535.1994066,True,4449.743,0.0,480.311,3969.426,0.001
1775337535.199544,True,4449.673,0.0,465.496,3984.171,0.0
1775337535.1996896,True,4449.573,0.0,450.476,3999.091,0.001
1775337535.1998363,True,4449.447,0.0,435.104,4014.335,0.001
1775337535.199975,True,4449.3,0.0,421.777,4027.514,0.001
1775337535.2001069,True,4449.131,0.0,408.259,4040.859,0.001
1775337535.2002382,True,4448.971,0.0,392.838,4056.124,0.001
1775337535.2050176,True,4449.558,0.0,712.382,3737.17,0.001
1775337535.2051935,True,4449.483,0.0,699.029,3750.448,0.0
1775337535.2053437,True,4449.414,0.0,684.82,3764.589,0.0
1775337535.2083042,True,4457.226,0.0,740.539,3716.678,0.001
1775337535.2084947,True,4457.2,0.0,725.968,3731.221,0.002
1775337535.2127762,True,4462.652,0.0,755.634,3707.01,0.001
1775337535.21318,True,4462.761,0.0,811.58,3651.171,0.001
1775337535.2133765,True,4462.684,0.0,796.768,3665.909,0.001
1775337535.2135572,True,4462.622,0.0,782.727,3679.885,0.001
1775337535.213701,True,4462.806,0.0,768.732,3694.067,0.001
1775337535.2147646,True,4407.901,0.0,990.674,3417.217,0.0
1775337535.2149425,True,4407.865,0.0,975.718,3432.138,0.001
1775337535.2151086,True,4407.911,0.001,961.162,3446.737,0.001
1775337535.2152605,True,4457.447,0.0,993.463,3463.978,0.001
1775337535.2154045,True,4457.401,0.0,979.555,3477.839,0.001
1775337535.2155423,True,4457.627,0.0,966.352,3491.265,0.001
1775337535.215678,True,4457.735,0.0,943.62,3514.107,0.0
1775337535.2158148,True,4462.68,0.0,932.813,3529.861,0.001
1775337535.2159498,True,4462.606,0.0,917.08,3545.52,0.001
1775337535.216089,True,4462.53,0.0,901.307,3561.216,0.0
1775337535.2162395,True,4462.42,0.0,885.71,3576.703,0.0
1775337535.2164102,True,4462.685,0.0,870.627,3592.051,0.001
1775337535.2165542,True,4462.63,0.0,855.262,3607.362,0.0
1775337535.2166905,True,4462.731,0.0,840.441,3622.283,0.0
