timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775335888.2645578,True,3686.372,0.001,50.865,3635.491,0.002
1775335888.2669141,True,3688.145,0.0,64.546,3623.589,0.001
1775335888.2673018,True,3688.25,0.0,79.869,3608.369,0.001
1775335888.2677863,True,3688.919,0.0,124.732,3564.18,0.0
1775335888.2679412,True,3688.848,0.0,110.469,3578.371,0.001
1775335888.2680988,True,3688.737,0.0,95.608,3593.118,0.001
1775335888.268998,True,3689.222,0.0,140.36,3548.855,0.001
1775335888.2709725,True,3649.478,0.0,729.12,2920.349,0.001
1775335888.2741804,True,3657.814,0.001,117.737,3540.065,0.001
1775335888.2743776,True,3652.72,0.0,744.03,2908.681,0.001
1775335888.2752101,True,3654.859,0.0,236.052,3418.8,0.0
1775335888.275375,True,3654.764,0.0,221.34,3433.418,0.0
1775335888.275532,True,3654.682,0.0,205.94,3448.736,0.0
1775335888.2756991,True,3654.62,0.0,190.423,3464.19,0.0
1775335888.2758465,True,3654.576,0.0,175.085,3479.481,0.001
1775335888.275984,True,3658.04,0.0,162.564,3495.459,0.0
1775335888.2761176,True,3657.927,0.0,147.496,3510.424,0.001
1775335888.2762427,True,3657.829,0.0,132.552,3525.265,0.001
1775335888.2796085,True,3659.195,0.0,262.854,3396.334,0.001
1775335888.2797947,True,3659.039,0.0,249.472,3409.56,0.001
1775335888.280372,True,3659.584,0.0,322.35,3337.224,0.001
1775335888.2805264,True,3659.497,0.0,307.684,3351.803,0.001
1775335888.2806752,True,3659.407,0.0,291.061,3368.338,0.001
1775335888.2808428,True,3659.298,0.0,276.909,3382.382,0.001
1775335888.2828999,True,3662.215,0.0,338.089,3324.113,0.001
1775335888.2835484,True,3662.807,0.0,413.223,3249.578,0.001
1775335888.2838259,True,3662.708,0.0,399.769,3262.933,0.001
1775335888.2840185,True,3662.641,0.0,383.951,3278.682,0.001
1775335888.2841802,True,3662.519,0.0,368.022,3294.488,0.001
1775335888.2843287,True,3662.374,0.0,352.51,3309.854,0.001
1775335888.2860606,True,3664.673,0.0,712.669,2951.995,0.0
1775335888.2863135,True,3664.589,0.0,695.307,2969.274,0.0
1775335888.286486,True,3664.494,0.0,679.584,2984.902,0.001
1775335888.2867823,True,3664.424,0.0,663.938,3000.479,0.0
1775335888.2870007,True,3664.362,0.0,648.685,3015.67,0.0
1775335888.2871737,True,3664.312,0.0,633.872,3030.435,0.0
1775335888.2873251,True,3664.263,0.0,620.101,3044.155,0.0
1775335888.2874594,True,3664.214,0.0,605.258,3058.949,0.0
1775335888.2875865,True,3664.164,0.0,591.25,3072.908,0.0
1775335888.287742,True,3664.106,0.0,577.119,3086.981,0.0
1775335888.287872,True,3664.029,0.0,563.202,3100.82,0.0
1775335888.2879932,True,3663.972,0.0,549.243,3114.721,0.0
1775335888.2881224,True,3663.893,0.0,533.237,3130.649,0.0
1775335888.2882493,True,3663.842,0.0,517.786,3146.049,0.001
1775335888.2883708,True,3663.783,0.0,503.683,3160.092,0.0
1775335888.2884939,True,3663.718,0.0,487.879,3175.832,0.0
1775335888.2886162,True,3663.621,0.0,473.196,3190.418,0.001
1775335888.288782,True,3663.513,0.0,457.81,3205.695,0.001
1775335888.2889147,True,3663.364,0.0,443.097,3220.256,0.001
1775335888.2890415,True,3663.036,0.0,428.05,3234.977,0.001
1775335891.9657333,True,3695.003,0.0,118.732,3576.263,0.0
1775335891.9659111,True,3695.169,0.0,103.98,3591.177,0.001
1775335891.9660664,True,3695.429,0.0,90.27,3605.148,0.001
1775335891.966211,True,3695.883,0.0,76.644,3619.229,0.001
1775335891.9663537,True,3698.167,0.0,64.094,3634.052,0.001
1775335891.9675522,True,3687.427,0.0,154.174,3533.244,0.001
1775335891.9677262,True,3696.072,0.0,147.815,3548.25,0.001
1775335891.967876,True,3696.286,0.0,133.687,3562.591,0.001
1775335891.9712055,True,3685.095,0.0,163.025,3522.06,0.001
1775335891.9715836,True,3685.502,0.0,207.77,3477.726,0.0
1775335891.9717433,True,3685.438,0.0,192.235,3493.195,0.001
1775335891.9718907,True,3685.328,0.0,177.202,3508.116,0.001
1775335891.9727101,True,3685.596,0.0,238.925,3446.665,0.0
1775335891.9728684,True,3685.552,0.0,223.34,3462.205,0.0
1775335891.9748597,True,3688.459,0.0,253.953,3434.499,0.001
1775335891.9752555,True,3646.0,0.0,699.895,2946.1,0.0
1775335891.975413,True,3645.959,0.0,684.404,2961.548,0.0
1775335891.9755569,True,3688.868,0.0,298.531,3390.327,0.0
1775335891.9756954,True,3688.757,0.0,283.382,3405.364,0.001
1775335891.9758272,True,3688.622,0.0,268.402,3420.21,0.001
1775335891.9769163,True,3681.533,0.0,601.978,3079.55,0.0
1775335891.977095,True,3681.502,0.0,588.378,3093.118,0.0
1775335891.9773788,True,3681.508,0.0,574.068,3107.434,0.0
1775335891.9775393,True,3681.91,0.0,558.936,3122.967,0.0
1775335891.977671,True,3682.049,0.0,543.273,3138.77,0.0
1775335891.9777987,True,3682.179,0.0,527.986,3154.187,0.0
1775335891.9779234,True,3682.174,0.0,512.366,3169.8,0.0
1775335891.9787958,True,3682.387,0.0,497.069,3185.311,0.0
1775335891.9790063,True,3682.583,0.0,482.816,3199.759,0.0
1775335891.9791665,True,3685.927,0.0,472.213,3213.708,0.0
1775335891.9793117,True,3685.972,0.0,458.2,3227.767,0.0
1775335891.9794517,True,3685.944,0.0,443.199,3242.738,0.0
1775335891.9795837,True,3686.105,0.0,428.916,3257.179,0.0
1775335891.9797115,True,3686.231,0.0,415.202,3271.018,0.0
1775335891.9798381,True,3688.098,0.0,402.012,3286.076,0.0
1775335891.9799683,True,3688.534,0.0,386.385,3302.142,0.0
1775335891.9801,True,3688.492,0.0,370.533,3317.953,0.0
1775335891.98024,True,3688.453,0.0,355.096,3333.351,0.0
1775335891.980382,True,3688.413,0.0,340.519,3347.888,0.0
1775335891.9805164,True,3688.378,0.0,326.833,3361.536,0.0
1775335891.9806592,True,3688.377,0.0,312.14,3376.228,0.0
1775335891.980805,True,3645.809,0.0,730.124,2915.678,0.0
1775335891.9809291,True,3645.79,0.0,715.111,2930.672,0.0
1775335891.985532,True,3649.995,0.0,669.911,2980.076,0.001
1775335891.9857042,True,3650.003,0.0,654.688,2995.301,0.001
1775335891.9858735,True,3683.09,0.0,672.896,3010.188,0.001
1775335891.9860203,True,3682.976,0.0,659.15,3023.818,0.001
1775335891.9861546,True,3682.88,0.0,643.724,3039.149,0.001
1775335891.9862916,True,3682.796,0.0,629.786,3053.003,0.001
1775335891.9864407,True,3682.953,0.0,615.826,3067.118,0.001
1775335895.648634,True,3674.18,0.0,50.555,3623.614,0.002
1775335895.6494565,True,3674.343,0.0,64.306,3610.026,0.001
1775335895.6498601,True,3670.245,0.0,116.927,3553.311,0.0
1775335895.6500182,True,3672.2,0.0,104.682,3567.512,0.0
1775335895.6501698,True,3672.15,0.0,89.913,3582.23,0.001
1775335895.6503215,True,3672.104,0.0,75.779,3596.315,0.001
1775335895.651693,True,3662.863,0.0,452.332,3210.523,0.0
1775335895.6518502,True,3662.845,0.0,436.898,3225.941,0.0
1775335895.6519938,True,3663.208,0.0,422.063,3241.139,0.0
1775335895.6521323,True,3663.186,0.0,407.939,3255.239,0.0
1775335895.6522663,True,3663.177,0.0,392.95,3270.22,0.0
1775335895.6523974,True,3663.487,0.0,378.683,3284.796,0.0
1775335895.6525652,True,3663.469,0.0,363.737,3299.723,0.0
1775335895.6527033,True,3663.651,0.0,349.886,3313.756,0.0
