Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,20,0,29000,30462.866466300235,2925.9302459995524,57991.12684700049,786.0,0.33414576226810816,0.0,32000,41000,46000,49000,55000,58000,58000,58000,58000,58000,58000
,Aggregated,20,0,29000,30462.866466300235,2925.9302459995524,57991.12684700049,786.0,0.33414576226810816,0.0,32000,41000,46000,49000,55000,58000,58000,58000,58000,58000,58000
