Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,19,0,3000,2974.8833983684103,2617.258214000003,3515.042016999928,1188.6842105263158,0.33613583840298805,0.0,3000,3000,3100,3100,3400,3500,3500,3500,3500,3500,3500
,Aggregated,19,0,3000,2974.8833983684103,2617.258214000003,3515.042016999928,1188.6842105263158,0.33613583840298805,0.0,3000,3000,3100,3100,3400,3500,3500,3500,3500,3500,3500
