Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,20,0,29000,30420.59897429981,2909.0648539986432,57930.217163000634,786.0,0.3414275940789008,0.0,32000,41000,46000,49000,55000,58000,58000,58000,58000,58000,58000
,Aggregated,20,0,29000,30420.59897429981,2909.0648539986432,57930.217163000634,786.0,0.3414275940789008,0.0,32000,41000,46000,49000,55000,58000,58000,58000,58000,58000,58000
