Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,19,0,15000,13429.045439263231,3061.755177000123,15616.345281000122,1189.3684210526317,0.32793983568543406,0.0,15000,15000,15000,15000,16000,16000,16000,16000,16000,16000,16000
,Aggregated,19,0,15000,13429.045439263231,3061.755177000123,15616.345281000122,1189.3684210526317,0.32793983568543406,0.0,15000,15000,15000,15000,16000,16000,16000,16000,16000,16000,16000
