Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,503,0,2800,2799.3698587773943,2426.1060319986427,2901.978310001141,13.0,8.570170173091377,0.0,2800,2800,2800,2800,2900,2900,2900,2900,2900,2900,2900
,Aggregated,503,0,2800,2799.3698587773943,2426.1060319986427,2901.978310001141,13.0,8.570170173091377,0.0,2800,2800,2800,2800,2900,2900,2900,2900,2900,2900,2900
