Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,204,0,2700,2804.2185020833476,2140.0369759999194,16495.563931000106,11.740196078431373,3.382540573354765,0.0,2700,2700,2800,2800,3100,3400,4000,5500,16000,16000,16000
,Aggregated,204,0,2700,2804.2185020833476,2140.0369759999194,16495.563931000106,11.740196078431373,3.382540573354765,0.0,2700,2700,2800,2800,3100,3400,4000,5500,16000,16000,16000
