Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,927,0,2900,3088.8846460453224,2427.2069489998103,3922.5962510008685,13.0,15.793540398113556,0.0,2900,3400,3500,3500,3500,3600,3600,3900,3900,3900,3900
,Aggregated,927,0,2900,3088.8846460453224,2427.2069489998103,3922.5962510008685,13.0,15.793540398113556,0.0,2900,3400,3500,3500,3500,3600,3600,3900,3900,3900,3900
