timestamp,elapsed_s,rss_mb,cpu_percent
1775332563.605,0.0,278.57,0.0
1775332564.605,1.001,278.57,0.0
1775332565.606,2.001,278.57,0.0
1775332566.606,3.001,278.57,70.0
1775332567.607,4.002,278.57,23.0
1775332568.607,5.002,278.57,1.0
1775332569.607,6.003,278.57,39.0
1775332570.608,7.003,278.57,55.0
1775332571.608,8.003,278.57,2.0
1775332572.608,9.004,278.57,27.0
1775332573.609,10.004,278.57,69.0
1775332574.609,11.005,278.57,21.0
1775332575.609,12.005,278.57,9.0
1775332576.61,13.005,278.57,81.0
1775332577.611,14.006,278.57,23.0
1775332578.611,15.006,278.57,4.0
1775332579.611,16.007,278.57,73.0
1775332580.612,17.007,278.57,25.0
1775332581.612,18.007,278.57,3.0
1775332582.613,19.008,278.57,64.0
1775332583.613,20.008,278.57,42.0
1775332584.613,21.009,278.57,8.0
1775332585.614,22.009,278.57,51.0
1775332586.614,23.009,278.57,58.0
1775332587.615,24.01,278.57,6.0
1775332588.615,25.01,278.57,35.0
1775332589.615,26.011,278.57,61.0
1775332590.616,27.011,278.57,3.0
1775332591.619,28.014,278.57,30.9
1775332592.625,29.02,278.57,63.6
1775332593.63,30.025,278.57,6.0
1775332594.63,31.026,278.57,24.0
1775332595.631,32.026,278.57,67.0
1775332596.632,33.028,278.57,6.0
1775332597.633,34.029,278.57,24.0
1775332598.634,35.03,278.57,71.9
1775332599.635,36.03,278.57,3.0
1775332600.635,37.031,278.57,19.0
1775332601.636,38.031,278.57,94.0
1775332602.636,39.032,278.57,3.0
1775332603.637,40.032,278.57,6.0
1775332604.637,41.032,278.57,98.0
1775332605.638,42.033,277.12,14.0
1775332606.638,43.034,277.12,7.0
1775332607.639,44.034,277.12,96.0
1775332608.639,45.034,277.12,20.0
1775332609.64,46.035,277.12,3.0
1775332610.64,47.035,277.12,84.0
1775332611.64,48.036,277.12,19.0
1775332612.641,49.036,277.12,11.0
1775332613.641,50.036,277.12,81.0
1775332614.641,51.037,277.12,14.0
1775332615.642,52.037,277.12,10.0
1775332616.642,53.038,277.12,92.0
1775332617.643,54.038,277.12,47.0
1775332618.643,55.038,277.12,3.0
1775332619.643,56.039,277.12,73.0
1775332620.644,57.039,277.12,28.0
1775332621.644,58.04,277.12,9.0
1775332622.645,59.04,277.12,87.0
1775332623.645,60.041,277.12,24.0
1775332624.646,61.041,277.12,10.0
1775332625.65,62.045,277.12,89.6
1775332626.653,63.048,277.12,28.9
