timestamp,ttft_ms,tpot_ms,total_time_ms,token_count,success
1775331797.239898,1365.226,184.242,3576.689,13,True
1775331797.240714,1364.337,184.307,3576.053,13,True
1775331797.240851,1364.774,184.34,3576.871,13,True
1775331797.2975955,1373.538,187.771,3635.374,13,True
1775331797.298255,1375.052,187.573,3632.956,13,True
1775331797.2983708,1336.713,187.568,3594.868,13,True
1775331797.2985241,1337.232,187.575,3595.668,13,True
1775331797.298622,1337.471,187.584,3596.277,13,True
1775331797.2987485,1338.143,187.556,3596.942,13,True
1775331797.2988017,1338.301,187.581,3597.501,13,True
1775331797.2988489,1338.276,187.613,3598.091,13,True
1775331797.29892,1338.627,187.623,3598.674,13,True
1775331797.2989962,1338.865,187.634,3599.317,13,True
1775331797.2990687,1339.179,187.65,3599.932,13,True
1775331797.2991536,1387.537,187.647,3648.532,13,True
1775331797.2992318,1381.996,187.659,3643.263,13,True
1775331797.2993057,1380.461,187.694,3642.41,13,True
1775331797.2994149,1379.406,187.696,3641.628,13,True
1775331797.299468,1378.483,187.7,3640.933,13,True
1775331797.2995164,1376.827,187.719,3639.702,13,True
1775331797.299562,1338.098,187.728,3601.204,13,True
1775331797.299607,1375.146,187.753,3638.728,13,True
1775331797.3097463,1351.0,187.124,3611.753,13,True
1775331797.3099246,1351.258,187.125,3612.356,13,True
1775331797.309997,1351.49,187.127,3612.841,13,True
1775331797.3100533,1351.345,187.163,3613.337,13,True
1775331797.3101065,1351.584,187.169,3613.841,13,True
1775331797.3101594,1351.963,187.174,3614.465,13,True
1775331797.3102067,1351.929,187.206,3615.003,13,True
1775331797.310294,1352.015,187.229,3615.571,13,True
1775331797.310372,1352.564,187.242,3616.483,13,True
1775331797.3104513,1352.912,187.247,3617.087,13,True
1775331797.3105261,1353.215,187.273,3617.815,13,True
1775331797.3106027,1369.638,187.271,3634.464,13,True
1775331797.3108618,1370.057,187.284,3635.336,13,True
1775331797.3109841,1370.337,187.286,3635.948,13,True
1775331797.311073,1370.397,187.326,3636.619,13,True
1775331797.3111498,1370.757,187.327,3637.241,13,True
1775331797.3112254,1371.267,187.361,3638.289,13,True
1775331797.311299,1371.25,187.385,3638.799,13,True
1775331797.3113716,1371.303,187.421,3639.39,13,True
1775331797.311444,1371.526,187.429,3639.981,13,True
1775331797.3115165,1371.644,187.46,3640.586,13,True
1775331797.3115861,1372.325,187.482,3641.769,13,True
1775331797.311657,1372.448,187.507,3642.315,13,True
1775331797.3117278,1372.782,187.505,3642.866,13,True
1775331797.3118055,1373.175,187.515,3643.507,13,True
1775331797.3118753,1373.935,187.537,3644.777,13,True
1775331797.311947,1374.5,187.545,3645.556,13,True
1775331797.312019,1374.914,187.545,3646.21,13,True
1775331799.712768,900.321,130.99,2472.661,13,True
1775331799.7134705,900.133,131.017,2472.355,13,True
1775331799.713627,899.308,131.063,2472.084,13,True
1775331800.556467,1047.108,184.043,3255.987,13,True
1775331800.556598,1044.636,184.201,3255.65,13,True
1775331800.5576842,1049.659,183.994,3257.603,13,True
1775331800.6212633,1053.438,188.165,3321.579,13,True
1775331800.622085,1050.798,188.053,3316.433,13,True
1775331800.6222005,1051.238,188.06,3317.227,13,True
1775331800.6223075,1051.332,188.069,3317.668,13,True
1775331800.622384,1054.439,188.075,3321.088,13,True
1775331800.6224473,1053.301,188.081,3320.235,13,True
1775331800.6225533,1052.394,188.087,3319.652,13,True
1775331800.6226735,1051.793,188.093,3319.401,13,True
1775331800.6227782,1051.154,188.103,3319.131,13,True
1775331800.6228678,1033.569,188.112,3301.905,13,True
1775331800.6229734,1033.639,188.119,3302.306,13,True
1775331800.6230664,1033.665,188.128,3302.653,13,True
1775331800.6231613,1033.778,188.13,3303.037,13,True
1775331800.6232603,1049.432,188.149,3319.098,13,True
1775331800.623358,1055.611,188.154,3325.656,13,True
1775331800.6298692,1043.632,187.811,3309.99,13,True
1775331800.6300335,1043.703,187.816,3310.446,13,True
1775331800.6302197,1043.782,187.822,3310.92,13,True
1775331800.6303167,1043.811,187.827,3311.266,13,True
1775331800.6304083,1043.835,187.835,3311.62,13,True
1775331800.6305094,1043.906,187.843,3312.03,13,True
1775331800.6307178,1043.956,187.851,3312.529,13,True
1775331800.6308374,1044.418,187.858,3313.341,13,True
1775331800.6309066,1044.462,187.864,3313.677,13,True
1775331800.630965,1044.496,187.87,3313.982,13,True
1775331800.6310475,1044.395,187.888,3314.315,13,True
1775331800.6311252,1044.416,187.896,3314.645,13,True
1775331800.631254,1044.526,187.902,3315.083,13,True
1775331800.631331,1044.595,187.908,3315.453,13,True
1775331800.6314075,1044.632,187.914,3315.777,13,True
1775331800.631461,1044.654,187.922,3316.09,13,True
1775331800.63151,1044.704,187.929,3316.419,13,True
1775331800.6315622,1044.682,187.945,3316.76,13,True
1775331800.6316092,1044.936,187.952,3317.28,13,True
1775331800.6316528,1045.003,187.958,3317.615,13,True
1775331800.631726,1045.029,187.97,3317.963,13,True
1775331800.631776,1045.083,187.975,3318.297,13,True
1775331800.6318247,1045.17,187.982,3318.652,13,True
1775331800.6318727,1045.339,187.989,3319.098,13,True
1775331800.631948,1049.151,188.001,3323.269,13,True
1775331800.6320224,1049.371,188.003,3323.782,13,True
1775331800.6320946,1049.95,188.011,3324.66,13,True
1775331800.6321661,1050.379,188.017,3325.389,13,True
1775331800.6322293,1050.599,188.02,3325.865,13,True
1775331802.183881,260.795,184.137,2470.948,13,True
1775331802.1850173,260.154,184.259,2471.291,13,True
1775331802.1851578,259.893,184.261,2471.038,13,True
1775331803.039873,830.835,137.64,2483.17,13,True
1775331803.0404966,830.968,137.619,2483.266,13,True
1775331803.0406666,829.815,137.646,2482.712,13,True
1775331803.8049333,965.925,184.286,3177.881,13,True
1775331803.8056061,965.805,184.274,3178.229,13,True
1775331803.847823,973.37,185.22,3221.57,13,True
1775331803.8479698,972.679,185.235,3221.309,13,True
1775331803.8491132,974.116,184.709,3214.082,13,True
1775331803.8494136,973.999,184.737,3214.655,13,True
1775331803.8496494,974.156,184.737,3215.216,13,True
