timestamp,ttft_ms,tpot_ms,total_time_ms,token_count,success
1775315555.1911204,1138.213,184.26,3350.953,13,True
1775315555.1921089,1137.357,184.239,3350.121,13,True
1775315555.1922233,1138.656,184.288,3352.948,13,True
1775315555.192286,1138.061,184.243,3351.268,13,True
1775315555.1923397,1140.373,184.248,3353.881,13,True
1775315555.1923938,1144.39,184.262,3358.19,13,True
1775315555.1953359,1136.907,184.278,3352.714,13,True
1775315555.1955533,1119.509,184.246,3330.479,13,True
1775315555.195629,1135.076,184.604,3350.332,13,True
1775315555.1973968,1135.343,184.303,3352.597,13,True
1775315555.1974816,1135.734,184.322,3353.249,13,True
1775315555.1975386,1136.128,184.345,3353.927,13,True
1775315555.1976404,1118.411,184.135,3330.24,13,True
1775315555.1976955,1118.604,184.154,3330.692,13,True
1775315555.1977413,1118.693,184.179,3331.109,13,True
1775315555.1977851,1118.842,184.199,3331.516,13,True
1775315555.1978283,1119.01,184.221,3331.973,13,True
1775315555.202513,1142.014,183.854,3355.83,13,True
1775315555.2026126,1142.255,183.874,3356.385,13,True
1775315555.2026744,1142.515,183.894,3356.91,13,True
1775315555.2027283,1114.792,183.91,3329.414,13,True
1775315555.2027788,1115.061,183.925,3329.895,13,True
1775315555.2028286,1115.198,183.952,3330.362,13,True
1775315555.2028754,1115.63,183.974,3331.07,13,True
1775315555.2029212,1116.153,183.993,3331.851,13,True
1775315555.2029696,1116.38,184.011,3332.321,13,True
1775315555.2030208,1116.569,184.029,3332.763,13,True
1775315555.2030663,1116.834,184.042,3333.182,13,True
1775315555.2031145,1116.66,184.1,3333.701,13,True
1775315555.2031784,1129.999,184.04,3338.49,13,True
1775315555.203239,1130.222,184.068,3339.048,13,True
1775315555.2032993,1141.001,184.093,3350.125,13,True
1775315555.2033565,1140.745,184.152,3350.583,13,True
1775315555.2034118,1140.277,184.23,3351.046,13,True
1775315555.2034667,1140.437,184.256,3351.521,13,True
1775315555.2035217,1141.079,184.283,3352.482,13,True
1775315555.2035785,1141.212,184.306,3352.896,13,True
1775315555.203631,1141.353,184.331,3353.333,13,True
1775315555.2036865,1141.433,184.362,3353.788,13,True
1775315555.20374,1141.521,184.398,3354.304,13,True
1775315555.2037935,1141.516,184.431,3354.7,13,True
1775315555.2038476,1141.714,184.452,3355.148,13,True
1775315555.2039433,1141.913,184.475,3355.626,13,True
1775315555.204011,1142.172,184.499,3356.17,13,True
1775315555.2041235,1142.357,184.521,3356.654,13,True
1775315555.20419,1121.332,184.044,3336.463,13,True
1775315555.2042425,1141.805,184.062,3357.18,13,True
1775315555.2185307,1120.802,183.974,3349.692,13,True
1775315555.2186353,1120.956,183.991,3350.147,13,True
1775315555.2186983,1121.129,184.008,3350.574,13,True
1775315558.5202727,1116.609,184.306,3328.995,13,True
1775315558.521317,1114.295,184.277,3327.327,13,True
1775315558.5220644,1116.084,184.288,3329.616,13,True
1775315558.5228605,1115.899,184.121,3327.057,13,True
1775315558.5229712,1115.263,184.143,3326.761,13,True
1775315558.5230713,1114.688,184.162,3326.485,13,True
1775315558.5231419,1115.647,184.33,3329.515,13,True
1775315558.523222,1115.743,184.353,3329.946,13,True
1775315558.5233085,1115.892,184.375,3330.423,13,True
1775315558.523386,1112.393,184.232,3323.195,13,True
1775315558.523479,1113.528,184.258,3324.635,13,True
1775315558.5235538,1113.824,184.187,3325.468,13,True
1775315558.5293174,1113.686,184.142,3330.826,13,True
1775315558.5665643,1122.923,184.5,3360.517,13,True
1775315558.5672572,1128.094,184.307,3362.544,13,True
1775315558.5674536,1132.735,184.316,3367.631,13,True
1775315558.5675826,1132.639,184.37,3368.249,13,True
1775315558.5676532,1130.624,184.358,3366.595,13,True
1775315558.5677097,1130.035,184.369,3366.277,13,True
1775315558.5677664,1122.652,184.462,3360.139,13,True
1775315558.567821,1123.343,184.452,3361.065,13,True
1775315558.567874,1122.218,184.484,3360.585,13,True
1775315558.5679271,1122.819,184.495,3361.567,13,True
