Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,204,0,2700,2844.89455519121,2353.172862000065,5787.595512000735,11.82843137254902,3.3992866391897643,0.0,2800,2800,2900,2900,3100,3600,4500,5100,5800,5800,5800
,Aggregated,204,0,2700,2844.89455519121,2353.172862000065,5787.595512000735,11.82843137254902,3.3992866391897643,0.0,2800,2800,2900,2900,3100,3600,4500,5100,5800,5800,5800
