Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,98,0,2800,2945.590468653063,2441.8622220000543,7547.434560999591,11.846938775510203,1.668776291566686,0.0,2800,2900,2900,3000,3500,4000,5700,7500,7500,7500,7500
,Aggregated,98,0,2800,2945.590468653063,2441.8622220000543,7547.434560999591,11.846938775510203,1.668776291566686,0.0,2800,2900,2900,3000,3500,4000,5700,7500,7500,7500,7500
