Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,1355,0,4200,4133.511925716603,2427.3881429999165,4764.045087000341,13.0,22.84824031345282,0.0,4200,4300,4300,4300,4600,4700,4800,4800,4800,4800,4800
,Aggregated,1355,0,4200,4133.511925716603,2427.3881429999165,4764.045087000341,13.0,22.84824031345282,0.0,4200,4300,4300,4300,4600,4700,4800,4800,4800,4800,4800
