timestamp,elapsed_s,rss_mb,cpu_percent
1775314767.159,0.0,204.04,0.0
1775314768.16,1.001,204.04,0.0
1775314769.16,2.001,204.04,0.0
1775314770.16,3.001,204.04,76.0
1775314771.161,4.002,204.04,9.0
1775314772.161,5.002,204.04,2.0
1775314773.161,6.002,204.04,54.0
1775314774.162,7.003,204.04,32.0
1775314775.162,8.003,204.04,2.0
1775314776.163,9.004,204.04,32.0
1775314777.163,10.004,204.04,59.0
1775314778.163,11.004,204.04,2.0
1775314779.164,12.005,204.04,5.0
1775314780.164,13.005,204.04,86.0
1775314781.164,14.005,204.04,3.0
1775314782.672,15.513,204.04,4.0
1775314783.672,16.513,204.04,75.0
1775314784.673,17.514,204.04,15.0
1775314785.674,18.515,204.04,4.0
1775314786.674,19.515,204.04,49.0
1775314787.674,20.515,204.04,38.0
1775314788.675,21.516,204.04,2.0
1775314789.675,22.516,204.04,26.0
1775314790.676,23.517,204.04,61.0
1775314791.676,24.517,204.04,3.0
1775314792.676,25.517,204.04,4.0
1775314793.676,26.517,204.04,82.0
1775314794.677,27.518,204.04,3.0
1775314795.677,28.518,204.04,5.0
1775314796.677,29.518,204.04,82.0
1775314797.678,30.519,204.04,7.0
1775314798.678,31.519,204.04,5.0
1775314799.679,32.519,204.04,61.0
1775314800.679,33.52,204.04,26.0
1775314801.679,34.52,204.04,9.0
1775314802.68,35.521,203.36,41.0
1775314803.68,36.521,203.36,50.0
1775314804.68,37.521,203.36,5.0
1775314805.68,38.521,203.36,23.0
1775314806.681,39.522,153.28,66.0
1775314807.681,40.522,153.28,4.0
1775314808.682,41.523,153.28,15.0
1775314809.682,42.523,153.28,72.0
1775314810.683,43.524,153.28,13.0
1775314811.683,44.524,153.28,7.0
1775314812.683,45.524,155.28,73.0
1775314813.684,46.525,157.78,15.0
1775314815.207,48.048,159.28,5.0
1775314816.207,49.048,167.78,78.0
1775314817.207,50.048,167.78,13.0
1775314818.208,51.049,167.78,4.0
1775314819.208,52.049,178.53,67.0
1775314820.209,53.05,178.53,23.0
1775314821.21,54.051,178.53,4.0
1775314822.21,55.051,193.65,56.0
1775314823.211,56.051,201.03,44.0
1775314824.211,57.052,201.03,5.0
1775314825.211,58.052,201.03,35.0
1775314826.211,59.052,201.03,51.0
1775314827.212,60.053,201.03,16.0
1775314828.212,61.053,201.03,20.0
1775314829.213,62.054,201.03,54.0
1775314830.213,63.054,201.03,16.0
1775314831.214,64.055,201.03,1.0
