Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
SSE,/api/inference/stream,918,0,3200,3159.2908277570887,2426.011097999435,3348.404918999222,13.0,15.521274191701423,0.0,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,3300
,Aggregated,918,0,3200,3159.2908277570887,2426.011097999435,3348.404918999222,13.0,15.521274191701423,0.0,3200,3200,3300,3300,3300,3300,3300,3300,3300,3300,3300
