timestamp,elapsed_s,rss_mb,cpu_percent
1775251807.784,0.0,66.41,0.0
1775251808.785,1.0,66.41,0.0
1775251809.785,2.001,66.41,0.0
1775251810.785,3.001,66.41,0.0
1775251811.786,4.002,66.41,0.0
1775251812.786,5.002,66.41,0.0
1775251813.787,6.002,66.41,0.0
1775251814.801,7.016,66.41,0.0
1775251815.817,8.033,66.41,0.0
1775251816.828,9.044,66.41,0.0
1775251817.839,10.055,66.41,0.0
1775251818.84,11.056,66.41,1.0
1775251819.847,12.063,66.41,0.0
1775251820.852,13.068,66.41,0.0
1775251821.853,14.069,66.41,0.0
1775251822.856,15.072,66.41,0.0
1775251823.858,16.074,66.41,0.0
1775251824.859,17.075,66.41,0.0
1775251825.86,18.075,66.41,0.0
1775251826.86,19.076,66.41,0.0
1775251827.86,20.076,66.41,1.0
1775251828.861,21.077,66.41,0.0
1775251829.861,22.077,66.41,0.0
1775251830.862,23.077,66.41,0.0
1775251831.862,24.078,66.41,0.0
1775251832.862,25.078,66.41,0.0
1775251833.862,26.078,66.41,0.0
1775251834.863,27.079,66.41,0.0
1775251835.863,28.079,66.41,0.0
1775251836.864,29.079,66.41,1.0
1775251837.864,30.08,66.41,0.0
1775251838.864,31.08,66.41,0.0
1775251839.865,32.081,66.41,0.0
1775251840.865,33.081,66.41,0.0
1775251841.866,34.081,66.41,0.0
1775251842.866,35.082,66.41,0.0
1775251843.866,36.082,66.41,0.0
1775251844.867,37.082,66.41,1.0
1775251845.867,38.083,66.41,0.0
1775251846.867,39.083,66.41,0.0
1775251847.868,40.084,66.41,0.0
1775251848.868,41.084,66.41,0.0
1775251849.869,42.085,66.41,0.0
1775251850.869,43.085,66.41,0.0
1775251851.869,44.085,66.41,0.0
1775251852.87,45.085,66.41,0.0
1775251853.87,46.086,66.41,1.0
1775251854.87,47.086,66.41,0.0
1775251855.871,48.087,66.41,0.0
1775251856.871,49.087,66.41,0.0
1775251857.871,50.087,66.41,0.0
1775251858.872,51.088,66.41,0.0
1775251859.872,52.088,66.41,0.0
1775251860.873,53.089,66.41,0.0
1775251861.886,54.102,66.41,1.0
1775251862.92,55.136,66.41,0.0
1775251863.943,56.159,66.41,0.0
1775251864.944,57.159,66.41,0.0
1775251865.944,58.16,66.41,0.0
1775251866.944,59.16,66.41,0.0
1775251867.944,60.16,66.53,0.0
1775251868.945,61.161,66.53,0.0
1775251869.946,62.161,66.53,0.0
