Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,20,0,27000,22214.162698499924,2657.0658199998434,29988.919741000245,1617.85,0.3454293586558241,0.0,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30000
,Aggregated,20,0,27000,22214.162698499924,2657.0658199998434,29988.919741000245,1617.85,0.3454293586558241,0.0,28000,29000,29000,30000,30000,30000,30000,30000,30000,30000,30000
