Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,20,0,28000,22545.578842199982,3423.9537850007764,29452.557098999932,1622.35,0.3419902256428043,0.0,28000,28000,29000,29000,29000,29000,29000,29000,29000,29000,29000
,Aggregated,20,0,28000,22545.578842199982,3423.9537850007764,29452.557098999932,1622.35,0.3419902256428043,0.0,28000,28000,29000,29000,29000,29000,29000,29000,29000,29000,29000
