timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775252620.9039342,True,10090.263,0.0,50.336,10039.897,0.002
1775252623.6157465,True,2709.361,0.0,50.192,2659.143,0.001
1775252626.6509674,True,3035.053,0.0,50.952,2984.072,0.001
1775252629.3058736,True,2653.907,0.0,50.619,2603.262,0.002
1775252631.9908006,True,2684.046,0.0,50.204,2633.815,0.002
1775252634.7332013,True,2740.805,0.0,50.324,2690.453,0.001
1775252637.1899812,True,2456.856,0.0,50.595,2406.216,0.002
1775252639.8966153,True,2705.27,0.0,50.149,2655.095,0.001
1775252644.3487227,True,4450.905,0.0,50.253,4400.624,0.001
1775252647.5401282,True,3191.404,0.0,50.318,3141.044,0.001
1775252650.2686443,True,2727.181,0.0,50.28,2676.873,0.001
1775252653.0562205,True,2787.255,0.0,50.298,2736.928,0.002
1775252655.7440903,True,2686.996,0.0,50.28,2636.686,0.002
1775252658.4333043,True,2688.412,0.0,50.896,2637.486,0.001
1775252661.0199468,True,2585.647,0.0,50.529,2535.088,0.001
1775252663.981233,True,2960.045,0.0,50.148,2909.868,0.001
1775252667.092201,True,3110.761,0.0,50.639,3060.038,0.002
1775252669.6969917,True,2603.931,0.0,50.389,2553.514,0.001
