Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,14,0,15000,18714.10717964279,13835.6955320005,31676.808664999953,1624.857142857143,0.2382025199380157,0.0,15000,20000,23000,26000,29000,32000,32000,32000,32000,32000,32000
,Aggregated,14,0,15000,18714.10717964279,13835.6955320005,31676.808664999953,1624.857142857143,0.2382025199380157,0.0,15000,20000,23000,26000,29000,32000,32000,32000,32000,32000,32000
