timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775252199.2215204,True,3369.419,0.001,50.46,3318.866,0.002
1775252201.7821128,True,2558.554,0.0,50.16,2508.365,0.001
1775252204.7873445,True,3003.284,0.0,50.199,2953.057,0.002
1775252207.6044676,True,2815.235,0.001,50.24,2764.951,0.001
1775252210.5740905,True,2967.7,0.0,50.171,2917.488,0.001
1775252213.6247272,True,3048.548,0.001,51.281,2997.236,0.002
1775252216.7896948,True,3162.894,0.001,50.61,3112.256,0.001
1775252219.3682024,True,2576.704,0.0,50.745,2525.929,0.001
1775252222.1522353,True,2781.841,0.0,50.357,2731.457,0.001
1775252224.9995284,True,2844.594,0.0,50.727,2793.837,0.001
1775252227.7998948,True,2798.47,0.001,50.323,2748.115,0.002
1775252231.226367,True,3424.602,0.0,50.51,3374.063,0.001
1775252233.9584703,True,2730.283,0.0,50.373,2679.881,0.001
1775252236.6824877,True,2722.225,0.0,50.197,2672.001,0.001
1775252239.796037,True,3111.644,0.001,50.164,3061.45,0.001
1775252242.5423365,True,2744.468,0.0,50.222,2694.215,0.001
1775252245.4255166,True,2881.248,0.0,50.182,2831.039,0.001
1775252248.5047746,True,3076.763,0.0,50.425,3026.31,0.001
1775252251.2182517,True,2711.492,0.0,50.625,2660.84,0.001
1775252254.1624403,True,2942.098,0.0,50.309,2891.762,0.002
