timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775253369.292067,True,6419.037,0.001,50.568,6368.437,0.002
1775253371.9616015,True,2668.73,0.0,50.26,2618.44,0.002
1775253375.0198758,True,3057.484,0.001,50.248,3007.205,0.002
1775253377.591961,True,2570.923,0.0,50.373,2520.523,0.002
1775253380.5066001,True,2913.643,0.0,51.059,2862.553,0.002
1775253383.32687,True,2819.303,0.0,50.478,2768.793,0.001
1775253386.0658538,True,2738.173,0.0,50.372,2687.771,0.002
1775253388.9015582,True,2834.744,0.0,50.17,2784.543,0.002
1775253391.7045057,True,2802.029,0.001,50.32,2751.679,0.001
1775253394.8320649,True,3126.64,0.001,50.395,3076.216,0.002
1775253397.5416982,True,2708.796,0.0,50.282,2658.484,0.002
1775253400.1891165,True,2646.65,0.0,50.342,2596.281,0.001
1775253402.7496722,True,2559.742,0.0,50.177,2509.537,0.001
1775253405.5007875,True,2750.267,0.0,50.162,2700.074,0.002
1775253408.3874586,True,2885.878,0.0,50.648,2835.199,0.002
1775253411.0784302,True,2690.012,0.001,50.172,2639.81,0.002
1775253413.7013624,True,2622.094,0.0,50.146,2571.919,0.002
1775253416.6749997,True,2972.738,0.0,50.298,2922.409,0.002
1775253419.7833238,True,3107.375,0.0,50.116,3057.231,0.002
1775253422.5685163,True,2784.279,0.0,50.178,2734.064,0.001
