timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775252006.0931895,True,3901.692,0.0,50.273,3851.389,0.001
1775252008.8841023,True,2789.041,0.0,50.126,2738.887,0.001
1775252011.882336,True,2995.089,0.0,50.296,2944.768,0.001
1775252014.7045991,True,2819.825,0.0,50.14,2769.66,0.002
1775252017.4115522,True,2705.079,0.0,50.13,2654.922,0.001
1775252020.2580092,True,2844.586,0.0,50.317,2794.243,0.001
1775252023.0336406,True,2772.914,0.0,50.268,2722.617,0.002
1775252025.776503,True,2740.624,0.001,50.22,2690.373,0.001
1775252028.9241047,True,2690.549,0.0,50.425,2640.095,0.002
1775252032.2592804,True,3332.934,0.0,50.49,3282.417,0.002
1775252035.9019997,True,3640.375,0.0,50.136,3590.213,0.001
1775252038.8762977,True,2972.411,0.0,50.368,2922.016,0.001
1775252041.6039014,True,2725.029,0.001,50.172,2674.826,0.002
1775252044.6734715,True,3067.486,0.0,50.153,3017.306,0.001
1775252047.5586674,True,2883.144,0.0,50.364,2832.749,0.001
1775252050.3626075,True,2801.83,0.0,50.148,2751.657,0.001
1775252053.1882002,True,2823.176,0.0,50.169,2772.976,0.002
1775252056.5832837,True,3393.066,0.001,50.182,3342.849,0.002
1775252059.1571462,True,2571.921,0.0,50.271,2521.622,0.001
1775252061.8022168,True,2643.265,0.0,50.206,2593.03,0.001
