Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/pipeline,19,0,29000,23238.193548105206,2909.488741000132,31880.236182999397,1612.3157894736842,0.3288027898722003,0.0,29000,30000,31000,31000,32000,32000,32000,32000,32000,32000,32000
,Aggregated,19,0,29000,23238.193548105206,2909.488741000132,31880.236182999397,1612.3157894736842,0.3288027898722003,0.0,29000,30000,31000,31000,32000,32000,32000,32000,32000,32000,32000
