timestamp,completed,e2e_pipeline_ms,stage1_ms,stage2_ms,stage3_ms,stage4_ms
1775252830.763279,True,3770.879,0.0,50.405,3720.444,0.001
1775252833.4795177,True,2714.81,0.0,50.433,2664.327,0.001
1775252836.2676418,True,2787.851,0.0,50.434,2737.386,0.002
1775252840.9450698,True,4676.617,0.0,50.329,4626.257,0.002
1775252843.6100292,True,2663.56,0.0,50.145,2613.393,0.001
1775252846.2989929,True,2688.774,0.0,50.159,2638.587,0.001
1775252849.1064248,True,2805.45,0.0,51.54,2753.881,0.002
1775252852.029829,True,2922.553,0.0,50.773,2871.745,0.001
1775252854.9122884,True,2881.526,0.0,50.517,2830.978,0.002
1775252858.0091624,True,3095.971,0.0,50.353,3045.587,0.002
1775252860.7933283,True,2782.831,0.0,50.594,2732.208,0.001
1775252863.5012834,True,2707.593,0.0,50.371,2657.195,0.001
1775252866.1559741,True,2653.771,0.0,50.361,2603.381,0.002
1775252868.8728983,True,2715.968,0.0,50.309,2665.631,0.002
1775252871.78935,True,2914.917,0.0,50.219,2864.667,0.002
1775252874.5330696,True,2743.658,0.001,50.365,2693.265,0.001
1775252877.24926,True,2715.259,0.0,50.542,2664.688,0.002
1775252879.8507748,True,2600.024,0.001,51.4,2548.589,0.002
1775252882.4664533,True,2614.738,0.001,50.698,2564.005,0.002
1775252885.3068407,True,2839.595,0.0,50.625,2788.941,0.002
