Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,97,0,2700,2977.123342938156,2413.195330999997,11723.581696999872,1178.7113402061855,1.6506807336179252,0.0,2700,2800,2900,3000,3100,4000,5500,12000,12000,12000,12000
,Aggregated,97,0,2700,2977.123342938156,2413.195330999997,11723.581696999872,1178.7113402061855,1.6506807336179252,0.0,2700,2800,2900,3000,3100,4000,5500,12000,12000,12000,12000
