Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/inference,196,0,2800,2945.1988681020493,2336.809138999797,6811.146753999765,1185.107142857143,3.3295449124724503,0.0,2800,2900,3000,3100,3300,4000,4600,5300,6800,6800,6800
,Aggregated,196,0,2800,2945.1988681020493,2336.809138999797,6811.146753999765,1185.107142857143,3.3295449124724503,0.0,2800,2900,3000,3100,3300,4000,4600,5300,6800,6800,6800
