timestamp,elapsed_s,rss_mb,cpu_percent
1775311149.381,0.0,95.5,0.0
1775311150.381,1.0,95.5,0.0
1775311151.382,2.001,95.5,0.0
1775311152.382,3.001,95.5,52.0
1775311153.382,4.002,95.5,0.0
1775311154.383,5.002,95.5,0.0
1775311155.383,6.002,95.5,32.0
1775311156.384,7.003,95.5,17.0
1775311157.384,8.003,95.5,0.0
1775311158.385,9.004,95.5,0.0
1775311159.385,10.004,95.5,51.0
1775311160.386,11.005,95.5,1.0
1775311161.386,12.005,95.5,0.0
1775311162.386,13.005,95.5,50.0
1775311163.387,14.006,95.5,0.0
1775311164.387,15.006,95.5,0.0
1775311165.387,16.006,95.5,22.0
1775311166.388,17.007,95.5,28.0
1775311167.388,18.007,95.5,0.0
1775311168.389,19.008,95.5,0.0
1775311169.389,20.008,94.79,51.0
1775311170.389,21.008,94.79,0.0
1775311171.84,22.459,94.79,0.0
1775311172.84,23.459,94.79,48.0
1775311173.84,24.459,94.79,2.0
1775311174.841,25.46,94.79,0.0
1775311175.841,26.46,94.79,11.0
1775311176.842,27.461,94.79,39.0
1775311177.842,28.461,94.79,0.0
1775311178.843,29.462,94.79,0.0
1775311179.843,30.462,94.79,49.0
1775311180.844,31.463,94.79,1.0
1775311181.844,32.463,94.79,0.0
1775311182.845,33.464,94.79,39.0
1775311183.845,34.464,94.79,13.0
1775311184.845,35.464,94.79,0.0
1775311185.846,36.465,94.79,1.0
1775311186.846,37.465,94.79,51.0
1775311187.846,38.465,94.79,0.0
1775311188.847,39.466,94.79,0.0
1775311189.847,40.466,94.79,51.0
1775311190.848,41.467,94.79,0.0
1775311191.848,42.467,94.79,0.0
1775311192.849,43.468,94.79,25.0
1775311193.849,44.468,94.79,30.0
1775311194.849,45.468,94.79,0.0
1775311195.85,46.469,94.79,0.0
1775311196.85,47.469,94.79,53.0
1775311197.851,48.47,94.79,0.0
1775311198.851,49.47,94.79,0.0
1775311199.852,50.471,94.79,45.0
1775311200.852,51.471,94.79,12.0
1775311201.852,52.471,94.79,0.0
1775311202.853,53.472,94.79,1.0
1775311204.431,55.05,94.79,50.0
1775311205.431,56.05,94.79,0.0
1775311206.431,57.051,94.79,0.0
1775311207.432,58.051,94.79,46.0
1775311208.432,59.051,94.79,0.0
1775311209.433,60.052,94.79,0.0
1775311210.433,61.052,94.79,31.0
1775311211.434,62.053,94.79,15.0
1775311212.434,63.053,94.79,0.0
1775311213.434,64.053,94.79,0.0
